Age;Sexe;Nationalite;Quartier,,,
15;M;F;LIMPERTSBERG,,,
14;F;F;BEGGEN,,,
15;F;P;EICH,,,
14;M;B,D;KIRCHBERG,,
14;F;L;CENTS,,,
14;F;D;GARE,,,
14;M;L;HAMM,,,
15;M;L;LIMPERTSBERG,,,
14;F;L;BEGGEN,,,
14;F;NL;EICH,,,
15;F;XXK;GASPERICH,,,
14;F;E,F;BELAIR,,
14;F;L;BELAIR,,,
14;F;L;BELAIR,,,
14;M;P;BONNEVOIE-SUD,,,
16;M;P;MERL,,,
16;M;L;GASPERICH,,,
16;F;CH,I;CESSANGE,,
15;M;L,E;BONNEVOIE-SUD,,
15;F;P;GARE,,,
11;M;L,F;BONNEVOIE-SUD,,
13;M;R;LIMPERTSBERG,,,
10;M;CZ,DK;GASPERICH,,
11;M;F;EICH,,,
11;M;L,F,I;MERL,
13;M;L;VILLE-HAUTE,,,
12;F;L;HAMM,,,
11;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
11;M;IND;HAMM,,,
13;F;L,F;BONNEVOIE-SUD,,
13;M;B;BELAIR,,,
13;F;L;CESSANGE,,,
11;M;L,D;ROLLINGERGRUND/BELAIR-NORD,,
13;F;B;DOMMELDANGE,,,
13;M;F;CENTS,,,
12;F;L;CENTS,,,
12;M;L,P;PFAFFENTHAL,,
13;M;L,F;BONNEVOIE-SUD,,
12;M;SRB;BONNEVOIE-SUD,,,
12;M;L;MERL,,,
12;F;L;HOLLERICH,,,
12;M;F;BELAIR,,,
11;F;L;GARE,,,
12;M;F;BONNEVOIE-SUD,,,
11;F;F;BONNEVOIE-SUD,,,
12;M;E,J;BELAIR,,
12;M;P;BONNEVOIE-SUD,,,
12;M;L;PFAFFENTHAL,,,
11;F;L;HAMM,,,
11;M;L;VILLE-HAUTE,,,
13;F;L,E;EICH,,
13;M;L;BONNEVOIE-SUD,,,
12;M;L;GASPERICH,,,
11;M;B;BONNEVOIE-SUD,,,
13;F;L;BEGGEN,,,
12;M;L;CENTS,,,
10;F;F;BONNEVOIE-SUD,,,
12;F;GR;EICH,,,
10;F;E,F;BELAIR,,
13;M;D;BELAIR,,,
13;F;L,CV;GASPERICH,,
13;F;L;BONNEVOIE-SUD,,,
12;F;B,F;MERL,,
13;F;L,F;GASPERICH,,
12;M;B,LVA;KIRCHBERG,,
12;F;LVA;KIRCHBERG,,,
11;M;L,SCG;CENTS,,
12;M;L;HOLLERICH,,,
13;M;L;CENTS,,,
13;F;L;BELAIR,,,
13;M;F;MUEHLENBACH,,,
11;M;LTU;MUEHLENBACH,,,
13;F;BG,F;WEIMERSKIRCH,,
12;F;L,D,I;LIMPERTSBERG,
11;F;BG,GR;KIRCHBERG,,
10;F;GB;BONNEVOIE-NORD/VERLORENKOST,,,
11;M;F;CENTS,,,
11;M;F;BEGGEN,,,
11;F;P;WEIMERSKIRCH,,,
11;M;I;EICH,,,
11;M;L;MERL,,,
10;M;L,D,F;ROLLINGERGRUND/BELAIR-NORD,
10;M;LVA;BELAIR,,,
10;F;PL;KIRCHBERG,,,
10;F;F;GASPERICH,,,
92;F;L;HAMM,,,
83;F;B;MERL,,,
71;F;P;GARE,,,
92;F;L;PFAFFENTHAL,,,
91;F;L;HOLLERICH,,,
93;M;F;LIMPERTSBERG,,,
80;F;L;VILLE-HAUTE,,,
66;M;F;GASPERICH,,,
91;F;L;GRUND,,,
78;F;L;HOLLERICH,,,
69;M;S;WEIMERSKIRCH,,,
83;M;GR;HOLLERICH,,,
72;F;L,F;HOLLERICH,,
77;F;L,F;DOMMELDANGE,,
75;F;B;NEUDORF/WEIMERSHOF,,,
71;F;L;MERL,,,
46;F;E;BELAIR,,,
47;F;P;GARE,,,
23;F;SK;GRUND,,,
12;F;LVA;GASPERICH,,,
51;M;F;PFAFFENTHAL,,,
59;M;L,GB;BELAIR,,
37;M;L,F;MERL,,
57;M;RUS;MERL,,,
60;F;P,GUB;GARE,,
53;M;R;GARE,,,
42;M;B;LIMPERTSBERG,,,
38;F;F;BONNEVOIE-SUD,,,
34;F;F;NEUDORF/WEIMERSHOF,,,
42;M;USA;KIRCHBERG,,,
54;M;F;GASPERICH,,,
61;F;F;HOLLERICH,,,
58;M;L;DOMMELDANGE,,,
42;M;F;BONNEVOIE-SUD,,,
36;F;L,BIH;CENTS,,
60;M;NL;GARE,,,
36;M;B;BONNEVOIE-SUD,,,
37;M;F;LIMPERTSBERG,,,
46;M;I;LIMPERTSBERG,,,
27;F;L,F;BONNEVOIE-SUD,,
46;F;LTU;GARE,,,
34;M;TJ;HOLLERICH,,,
4;F;E;GARE,,,
9;F;L;LIMPERTSBERG,,,
30;M;F;MERL,,,
12;M;L,D,F;ROLLINGERGRUND/BELAIR-NORD,
37;M;TJ;VILLE-HAUTE,,,
90;M;F;GARE,,,
52;M;D;BELAIR,,,
28;F;F;KIRCHBERG,,,
35;M;I;GASPERICH,,,
37;M;F;HOLLERICH,,,
10;F;P;MERL,,,
49;M;I;DOMMELDANGE,,,
7;M;L,A;BELAIR,,
58;F;P;PFAFFENTHAL,,,
41;F;RUS;MERL,,,
29;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
48;F;L;CENTS,,,
47;F;BG;KIRCHBERG,,,
46;M;I;CLAUSEN,,,
47;M;P;BONNEVOIE-SUD,,,
13;F;F;BELAIR,,,
49;F;BG;BEGGEN,,,
40;F;GR;LIMPERTSBERG,,,
37;F;L;HOLLERICH,,,
44;F;RSR;GARE,,,
40;M;SVN;LIMPERTSBERG,,,
42;F;SVN;NEUDORF/WEIMERSHOF,,,
45;F;TJ;LIMPERTSBERG,,,
43;F;F;GARE,,,
44;F;P;HAMM,,,
9;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
48;M;CY;HOLLERICH,,,
11;F;F;HOLLERICH,,,
48;M;F;BELAIR,,,
34;F;B;BONNEVOIE-SUD,,,
66;M;P;MUEHLENBACH,,,
47;F;F;KIRCHBERG,,,
9;M;B;CESSANGE,,,
56;M;TR;MERL,,,
61;M;F;LIMPERTSBERG,,,
43;M;HRV,NL;GARE,,
24;M;L,XXK;BONNEVOIE-NORD/VERLORENKOST,,
24;F;L,TJ;BONNEVOIE-SUD,,
68;M;I;GARE,,,
9;M;L,I;GARE,,
17;M;P;GASPERICH,,,
63;F;UKR;HOLLERICH,,,
25;M;F;MERL,,,
57;F;TJ;GARE,,,
10;F;L,F,RA;CESSANGE,
27;F;F;MUEHLENBACH,,,
18;M;I;MERL,,,
15;M;I;BEGGEN,,,
38;F;F;BONNEVOIE-SUD,,,
29;M;B;BELAIR,,,
15;M;L,I;BONNEVOIE-NORD/VERLORENKOST,,
39;F;L,D;BONNEVOIE-SUD,,
47;M;F;BELAIR,,,
51;F;P;BELAIR,,,
41;M;E;LIMPERTSBERG,,,
74;F;B;NEUDORF/WEIMERSHOF,,,
45;M;F,B;GARE,,
9;M;P;HOLLERICH,,,
51;M;L,R;GARE,,
37;F;SK;DOMMELDANGE,,,
63;M;IRL;DOMMELDANGE,,,
40;M;USA;KIRCHBERG,,,
43;F;CH;KIRCHBERG,,,
35;M;I;HOLLERICH,,,
93;M;L;VILLE-HAUTE,,,
57;M;F;GARE,,,
48;M;I;GARE,,,
10;M;F;BONNEVOIE-SUD,,,
36;M;F;NEUDORF/WEIMERSHOF,,,
11;M;F;KIRCHBERG,,,
60;F;B;MUEHLENBACH,,,
26;F;EST;MERL,,,
31;M;P;GASPERICH,,,
57;M;L;GASPERICH,,,
46;M;NL;DOMMELDANGE,,,
10;M;L;CENTS,,,
30;M;F;GARE,,,
40;M;H;BELAIR,,,
49;F;L;GARE,,,
41;F;P;NEUDORF/WEIMERSHOF,,,
9;F;P;NEUDORF/WEIMERSHOF,,,
35;F;L,RUS;CENTS,,
69;F;E;BELAIR,,,
24;M;E;ROLLINGERGRUND/BELAIR-NORD,,,
57;M;P;CESSANGE,,,
35;M;F;HOLLERICH,,,
40;F;F;MERL,,,
33;F;F;GARE,,,
47;F;P;PFAFFENTHAL,,,
81;F;F;BELAIR,,,
10;F;L;CENTS,,,
44;F;B;KIRCHBERG,,,
54;M;F;GRUND,,,
39;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
11;F;I;LIMPERTSBERG,,,
37;M;H;GASPERICH,,,
25;F;F;LIMPERTSBERG,,,
34;M;F;BONNEVOIE-SUD,,,
38;M;L;HOLLERICH,,,
43;M;P;BONNEVOIE-SUD,,,
36;M;L,F;BEGGEN,,
14;M;F;GASPERICH,,,
54;M;P;LIMPERTSBERG,,,
19;F;L;BELAIR,,,
53;F;D;CENTS,,,
31;F;F;GARE,,,
49;M;PL;KIRCHBERG,,,
32;F;TJ;MERL,,,
66;M;F;MERL,,,
31;F;F;CESSANGE,,,
13;F;R;BEGGEN,,,
54;M;I;WEIMERSKIRCH,,,
9;F;L;MERL,,,
31;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
46;F;PL;NEUDORF/WEIMERSHOF,,,
9;F;E;KIRCHBERG,,,
9;F;L,F;MERL,,
13;F;L,F;CENTS,,
38;M;F;BELAIR,,,
12;M;F;LIMPERTSBERG,,,
41;M;I;CENTS,,,
4;M;F;BELAIR,,,
46;F;I;LIMPERTSBERG,,,
35;M;TJ;GASPERICH,,,
37;F;P;HOLLERICH,,,
38;M;I;GARE,,,
37;F;I;CENTS,,,
40;M;L,PHL;HOLLERICH,,
8;F;B,F;BONNEVOIE-SUD,,
41;M;P;BONNEVOIE-SUD,,,
53;M;E;HOLLERICH,,,
31;M;IRL;BELAIR,,,
59;M;B;BELAIR,,,
67;M;P;HOLLERICH,,,
23;F;L;BELAIR,,,
65;F;S;VILLE-HAUTE,,,
50;M;F;LIMPERTSBERG,,,
56;M;RUS;CENTS,,,
48;M;F;CESSANGE,,,
8;F;L,P;GASPERICH,,
56;M;I;EICH,,,
47;F;LTU;BONNEVOIE-SUD,,,
37;F;F;GARE,,,
9;M;D;GASPERICH,,,
46;F;F;HOLLERICH,,,
48;M;F;BONNEVOIE-SUD,,,
79;M;I;VILLE-HAUTE,,,
39;M;L;BONNEVOIE-SUD,,,
15;F;F;NEUDORF/WEIMERSHOF,,,
9;F;F;BONNEVOIE-SUD,,,
34;F;NL;NEUDORF/WEIMERSHOF,,,
38;M;F;GARE,,,
59;M;L;VILLE-HAUTE,,,
10;M;MA;PFAFFENTHAL,,,
36;M;I;NEUDORF/WEIMERSHOF,,,
8;F;L;BONNEVOIE-SUD,,,
43;F;CZ;MERL,,,
23;M;B;BELAIR,,,
9;M;L;WEIMERSKIRCH,,,
43;M;L;GASPERICH,,,
9;F;F;GARE,,,
40;M;F;MERL,,,
37;F;F;VILLE-HAUTE,,,
44;M;L,GR;BEGGEN,,
37;F;PL;GARE,,,
35;F;R;LIMPERTSBERG,,,
44;F;L,PL;BELAIR,,
28;F;L,TR;GARE,,
34;F;F;CESSANGE,,,
33;M;P;BONNEVOIE-SUD,,,
9;M;L,F,I;GARE,
19;F;P;PFAFFENTHAL,,,
58;M;L;HOLLERICH,,,
40;M;J;HOLLERICH,,,
37;F;E;LIMPERTSBERG,,,
69;F;B;LIMPERTSBERG,,,
17;F;L,F;NEUDORF/WEIMERSHOF,,
36;M;L;BONNEVOIE-SUD,,,
43;M;F;WEIMERSKIRCH,,,
33;M;F;BONNEVOIE-SUD,,,
38;M;L;LIMPERTSBERG,,,
54;M;HRV;BELAIR,,,
37;F;I;EICH,,,
59;M;D;GARE,,,
31;F;BR;HOLLERICH,,,
43;M;L;KIRCHBERG,,,
8;M;H;BEGGEN,,,
4;F;L;GASPERICH,,,
31;F;F;GARE,,,
44;M;P;MERL,,,
62;F;A;DOMMELDANGE,,,
10;F;PL;BELAIR,,,
38;M;I;BELAIR,,,
30;F;XXX;KIRCHBERG,,,
64;M;P;GARE,,,
37;M;L,RM;EICH,,
50;F;BG;CENTS,,,
51;M;E;PFAFFENTHAL,,,
39;F;S;BELAIR,,,
34;F;P;GARE,,,
38;F;E;LIMPERTSBERG,,,
9;F;L;CENTS,,,
42;M;L,TN;HAMM,,
8;F;PL;PFAFFENTHAL,,,
36;M;I;BONNEVOIE-SUD,,,
12;F;BG;CENTS,,,
39;F;I;EICH,,,
35;M;B;HOLLERICH,,,
9;F;L;BELAIR,,,
40;M;I;LIMPERTSBERG,,,
9;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
26;M;N;NEUDORF/WEIMERSHOF,,,
9;F;B;HOLLERICH,,,
32;M;BG;LIMPERTSBERG,,,
8;F;CZ,DK;GASPERICH,,
36;M;DZ;HOLLERICH,,,
43;M;I;DOMMELDANGE,,,
17;F;F;VILLE-HAUTE,,,
13;M;L,XXK;GRUND,,
14;F;P;GRUND,,,
44;F;PL;BONNEVOIE-SUD,,,
57;F;L;BEGGEN,,,
44;M;R;KIRCHBERG,,,
41;M;L,PL;KIRCHBERG,,
12;M;L;BELAIR,,,
9;M;L,H;KIRCHBERG,,
50;F;L,F;GARE,,
41;F;PL;GASPERICH,,,
49;F;D;CESSANGE,,,
39;M;L;BELAIR,,,
51;M;GB;CENTS,,,
43;M;L,F;BONNEVOIE-SUD,,
42;F;F,PL;NEUDORF/WEIMERSHOF,,
34;M;I;LIMPERTSBERG,,,
15;M;F;GARE,,,
48;M;D;BONNEVOIE-NORD/VERLORENKOST,,,
9;M;L;KIRCHBERG,,,
9;M;P;BONNEVOIE-SUD,,,
50;M;P;CLAUSEN,,,
14;F;F;KIRCHBERG,,,
43;M;CZ;BELAIR,,,
48;M;P;NEUDORF/WEIMERSHOF,,,
42;M;I;NEUDORF/WEIMERSHOF,,,
38;F;I;HOLLERICH,,,
9;M;F;GASPERICH,,,
39;F;TJ;BONNEVOIE-SUD,,,
35;F;PL;CESSANGE,,,
45;M;E;GASPERICH,,,
36;M;MA;BONNEVOIE-SUD,,,
35;F;L,TJ;HOLLERICH,,
9;M;F;GARE,,,
36;F;F;BELAIR,,,
33;F;E;LIMPERTSBERG,,,
11;M;P;GRUND,,,
41;M;XXK;GARE,,,
31;F;D;LIMPERTSBERG,,,
37;F;UKR;KIRCHBERG,,,
51;F;D;KIRCHBERG,,,
46;F;GR;BELAIR,,,
57;F;F;WEIMERSKIRCH,,,
46;F;FIN;BELAIR,,,
56;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
35;M;F;EICH,,,
4;F;L;BONNEVOIE-SUD,,,
50;M;PL;NEUDORF/WEIMERSHOF,,,
31;F;RUS;LIMPERTSBERG,,,
60;F;I;MERL,,,
43;F;L;BONNEVOIE-SUD,,,
40;F;P;BELAIR,,,
34;M;F;BELAIR,,,
39;F;BG;LIMPERTSBERG,,,
30;M;IRL;BELAIR,,,
40;M;GB;NEUDORF/WEIMERSHOF,,,
35;M;F;BELAIR,,,
55;F;LTU;LIMPERTSBERG,,,
10;F;S;CESSANGE,,,
57;M;D;VILLE-HAUTE,,,
30;F;B;CENTS,,,
61;F;F;LIMPERTSBERG,,,
8;M;F;KIRCHBERG,,,
54;M;L,F;BELAIR,,
10;F;L;GARE,,,
47;M;P;HOLLERICH,,,
9;M;L,P;ROLLINGERGRUND/BELAIR-NORD,,
51;M;D;LIMPERTSBERG,,,
38;M;F;CESSANGE,,,
7;M;RUS;BONNEVOIE-SUD,,,
34;M;F;BONNEVOIE-SUD,,,
37;F;HRV;NEUDORF/WEIMERSHOF,,,
39;F;HRV;LIMPERTSBERG,,,
43;M;PL;DOMMELDANGE,,,
33;F;L;MUEHLENBACH,,,
35;F;R;MUEHLENBACH,,,
17;F;L,R;CESSANGE,,
32;M;E;KIRCHBERG,,,
7;M;F,TR;MERL,,
37;M;I,RA;BONNEVOIE-SUD,,
7;M;L;CENTS,,,
42;M;P;GASPERICH,,,
26;F;F;BELAIR,,,
8;F;A,DK;ROLLINGERGRUND/BELAIR-NORD,,
36;M;F;BELAIR,,,
83;M;I;HOLLERICH,,,
48;M;I;BELAIR,,,
57;M;F;BONNEVOIE-SUD,,,
27;M;F;BELAIR,,,
36;M;L;BONNEVOIE-SUD,,,
33;M;F;GARE,,,
35;F;R;KIRCHBERG,,,
33;F;I;BONNEVOIE-SUD,,,
39;M;L;MERL,,,
41;F;RC;HAMM,,,
60;F;B;LIMPERTSBERG,,,
9;F;R;BONNEVOIE-SUD,,,
25;F;GB;BELAIR,,,
13;M;L;HAMM,,,
8;F;L;BELAIR,,,
33;F;USA;NEUDORF/WEIMERSHOF,,,
54;M;GR;LIMPERTSBERG,,,
53;M;I;HOLLERICH,,,
7;F;R;KIRCHBERG,,,
28;M;F;HOLLERICH,,,
36;F;BR;HOLLERICH,,,
46;M;PL;WEIMERSKIRCH,,,
33;M;F;CESSANGE,,,
52;M;B;GASPERICH,,,
42;M;P;DOMMELDANGE,,,
7;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
7;F;F;BEGGEN,,,
39;M;I;NEUDORF/WEIMERSHOF,,,
39;M;B;LIMPERTSBERG,,,
34;F;L,UKR;KIRCHBERG,,
62;M;TJ;GASPERICH,,,
11;F;L,USA;HOLLERICH,,
69;M;I;LIMPERTSBERG,,,
15;F;J;BELAIR,,,
32;F;B;BELAIR,,,
37;F;L,R;BONNEVOIE-NORD/VERLORENKOST,,
10;M;L,B;MERL,,
35;F;L;EICH,,,
3;F;F;CENTS,,,
32;F;GR;HOLLERICH,,,
62;M;B;GARE,,,
8;F;IRL;BEGGEN,,,
50;M;B;BELAIR,,,
53;M;B;HOLLERICH,,,
27;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
29;M;F;NEUDORF/WEIMERSHOF,,,
10;M;F;BEGGEN,,,
36;M;P;BEGGEN,,,
7;F;BG;WEIMERSKIRCH,,,
37;F;P;EICH,,,
33;M;UKR;BEGGEN,,,
41;F;DK;VILLE-HAUTE,,,
69;M;F;BELAIR,,,
36;F;I;HOLLERICH,,,
14;F;I;KIRCHBERG,,,
15;F;F;CESSANGE,,,
10;M;P;BONNEVOIE-SUD,,,
34;F;I;GARE,,,
49;F;F;KIRCHBERG,,,
35;M;F;BELAIR,,,
8;M;P;BONNEVOIE-SUD,,,
76;M;I;EICH,,,
43;M;F;BONNEVOIE-SUD,,,
31;M;L,CO;GASPERICH,,
43;M;D;GASPERICH,,,
48;F;F;CENTS,,,
37;F;HRV;NEUDORF/WEIMERSHOF,,,
59;F;I;CENTS,,,
18;F;F;BELAIR,,,
57;M;B;HOLLERICH,,,
43;M;LTU;LIMPERTSBERG,,,
41;M;IND;HOLLERICH,,,
30;F;F;MERL,,,
40;M;F;BONNEVOIE-SUD,,,
37;F;H;LIMPERTSBERG,,,
36;F;MK;MERL,,,
20;M;L,ET;MERL,,
68;M;I;BONNEVOIE-SUD,,,
41;F;PL;BONNEVOIE-SUD,,,
7;F;L;CESSANGE,,,
9;F;L;GASPERICH,,,
33;F;F,E;HOLLERICH,,
35;F;H;NEUDORF/WEIMERSHOF,,,
33;M;I;LIMPERTSBERG,,,
44;M;J;CENTS,,,
37;M;S;GARE,,,
47;M;XXK;MERL,,,
7;M;L,F;GASPERICH,,
37;F;E;CENTS,,,
7;F;L;WEIMERSKIRCH,,,
73;M;B;GASPERICH,,,
37;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
34;F;E;BELAIR,,,
15;F;E;MUEHLENBACH,,,
54;M;L,D;LIMPERTSBERG,,
31;F;BR;BONNEVOIE-SUD,,,
26;M;P;WEIMERSKIRCH,,,
43;M;DK;KIRCHBERG,,,
7;F;P;CENTS,,,
33;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
7;F;P;MERL,,,
43;F;TJ;DOMMELDANGE,,,
7;F;L;CENTS,,,
56;F;F;KIRCHBERG,,,
40;M;GB;KIRCHBERG,,,
27;M;F;VILLE-HAUTE,,,
67;M;S;BELAIR,,,
55;M;F;VILLE-HAUTE,,,
35;F;P;GASPERICH,,,
19;F;LTU;BONNEVOIE-SUD,,,
36;M;AL;LIMPERTSBERG,,,
8;M;I;KIRCHBERG,,,
14;F;F;MERL,,,
35;M;F;HOLLERICH,,,
34;M;D;LIMPERTSBERG,,,
58;F;L,F;KIRCHBERG,,
71;M;F;LIMPERTSBERG,,,
29;F;L,UKR;ROLLINGERGRUND/BELAIR-NORD,,
36;F;L,F;HOLLERICH,,
7;F;L;CESSANGE,,,
14;M;R;MERL,,,
34;F;F;HOLLERICH,,,
31;M;L,F;MUEHLENBACH,,
28;F;NL;HOLLERICH,,,
37;F;TJ;BONNEVOIE-SUD,,,
45;F;E;NEUDORF/WEIMERSHOF,,,
43;F;USA;LIMPERTSBERG,,,
49;M;E;EICH,,,
35;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
40;M;F;WEIMERSKIRCH,,,
7;F;D,S;GRUND,,
36;M;D;BELAIR,,,
41;F;L,RUS;MUEHLENBACH,,
36;M;F;GARE,,,
28;F;F;CLAUSEN,,,
15;M;PL;LIMPERTSBERG,,,
32;F;GR;LIMPERTSBERG,,,
35;F;RA;HOLLERICH,,,
6;M;BD;BONNEVOIE-SUD,,,
25;M;P;HOLLERICH,,,
4;M;F;KIRCHBERG,,,
13;M;SYR;MUEHLENBACH,,,
37;F;SK;BEGGEN,,,
36;F;L,BG;BELAIR,,
7;M;F;BONNEVOIE-SUD,,,
46;M;D;NEUDORF/WEIMERSHOF,,,
31;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
33;M;R;GARE,,,
70;F;F;BELAIR,,,
20;F;P;HOLLERICH,,,
28;F;P;BELAIR,,,
37;M;TJ;ROLLINGERGRUND/BELAIR-NORD,,,
71;M;F;KIRCHBERG,,,
38;M;I;BELAIR,,,
41;F;P;GARE,,,
54;M;D;CENTS,,,
43;M;E;NEUDORF/WEIMERSHOF,,,
33;F;BR;GARE,,,
46;M;GB;GARE,,,
7;M;B;HOLLERICH,,,
29;F;IND;MUEHLENBACH,,,
38;M;F;VILLE-HAUTE,,,
41;F;BR;CENTS,,,
21;F;F;CESSANGE,,,
57;M;B;MERL,,,
33;F;D;MUEHLENBACH,,,
59;F;P;BONNEVOIE-SUD,,,
41;M;EST;BEGGEN,,,
61;M;F;VILLE-HAUTE,,,
30;M;F;BONNEVOIE-SUD,,,
41;F;P;GASPERICH,,,
32;M;P;BONNEVOIE-SUD,,,
44;F;BR;HOLLERICH,,,
32;M;HRV;CENTS,,,
70;M;F;LIMPERTSBERG,,,
6;M;D;ROLLINGERGRUND/BELAIR-NORD,,,
29;M;TR;LIMPERTSBERG,,,
6;M;L,D;BELAIR,,
59;F;F;BELAIR,,,
36;F;PHL;ROLLINGERGRUND/BELAIR-NORD,,,
34;M;I;EICH,,,
50;F;D;BONNEVOIE-NORD/VERLORENKOST,,,
19;M;USA;GARE,,,
41;M;TJ;BONNEVOIE-SUD,,,
4;M;B;BONNEVOIE-SUD,,,
60;F;S;MERL,,,
60;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
26;M;GUB;GARE,,,
31;F;I;BELAIR,,,
30;M;NL;BELAIR,,,
36;M;BR;CENTS,,,
37;M;IND;BONNEVOIE-SUD,,,
4;F;B,D;BELAIR,,
14;M;D,F;BELAIR,,
61;F;CH;VILLE-HAUTE,,,
84;M;L;GASPERICH,,,
26;F;F;LIMPERTSBERG,,,
34;F;APA;LIMPERTSBERG,,,
64;M;B;GARE,,,
16;M;TR;MERL,,,
31;F;F;CESSANGE,,,
50;M;P;GARE,,,
42;F;F;BONNEVOIE-SUD,,,
53;F;L;BELAIR,,,
44;M;E;GARE,,,
40;F;L,F;HOLLERICH,,
72;M;B;MERL,,,
42;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
8;F;IRQ;DOMMELDANGE,,,
55;M;P;BELAIR,,,
67;M;IRL;MERL,,,
7;M;L;VILLE-HAUTE,,,
43;F;GR;GARE,,,
36;M;PL;NEUDORF/WEIMERSHOF,,,
78;F;F;LIMPERTSBERG,,,
6;M;EST;KIRCHBERG,,,
29;M;F;LIMPERTSBERG,,,
35;M;F;BELAIR,,,
45;M;USA;VILLE-HAUTE,,,
14;F;R;KIRCHBERG,,,
16;M;B;LIMPERTSBERG,,,
29;M;I;GARE,,,
34;M;F;NEUDORF/WEIMERSHOF,,,
4;F;CY,E;KIRCHBERG,,
31;M;GB;CESSANGE,,,
4;F;L;VILLE-HAUTE,,,
50;M;F;MERL,,,
38;F;CZ;GASPERICH,,,
4;F;R;BONNEVOIE-NORD/VERLORENKOST,,,
41;F;IL;KIRCHBERG,,,
45;M;IL;KIRCHBERG,,,
7;M;L;CENTS,,,
4;F;BG,NL;GASPERICH,,
7;M;F;NEUDORF/WEIMERSHOF,,,
42;M;CH;LIMPERTSBERG,,,
27;M;F;BONNEVOIE-SUD,,,
29;F;F;NEUDORF/WEIMERSHOF,,,
32;F;BG;GARE,,,
29;F;F;HOLLERICH,,,
31;F;F;PULVERMUEHL,,,
38;M;L;BEGGEN,,,
72;M;D;ROLLINGERGRUND/BELAIR-NORD,,,
63;F;B;GRUND,,,
52;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
20;F;CH;MUEHLENBACH,,,
53;F;I;LIMPERTSBERG,,,
39;M;FIN;NEUDORF/WEIMERSHOF,,,
33;M;HRV;HOLLERICH,,,
65;M;I;NEUDORF/WEIMERSHOF,,,
69;M;BG;HOLLERICH,,,
44;M;D;CENTS,,,
56;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
69;M;L;GRUND,,,
73;F;N;BELAIR,,,
34;F;I;LIMPERTSBERG,,,
43;F;P;HAMM,,,
7;M;TJ;DOMMELDANGE,,,
32;M;MA;GASPERICH,,,
50;M;UKR;ROLLINGERGRUND/BELAIR-NORD,,,
64;F;I;BELAIR,,,
38;M;PL;NEUDORF/WEIMERSHOF,,,
13;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
38;M;D;CENTS,,,
33;M;RUS;HOLLERICH,,,
37;M;D;NEUDORF/WEIMERSHOF,,,
28;F;F;BONNEVOIE-SUD,,,
33;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
28;M;EAU;GARE,,,
35;F;F;NEUDORF/WEIMERSHOF,,,
41;M;B;ROLLINGERGRUND/BELAIR-NORD,,,
39;F;P;HOLLERICH,,,
34;F;I;GARE,,,
41;M;I;GASPERICH,,,
64;F;TJ;LIMPERTSBERG,,,
26;F;GR;BELAIR,,,
6;F;BG;KIRCHBERG,,,
27;F;F;BELAIR,,,
19;M;F;BONNEVOIE-SUD,,,
39;F;I;LIMPERTSBERG,,,
55;F;GR;LIMPERTSBERG,,,
72;M;D;LIMPERTSBERG,,,
59;F;FIN;MERL,,,
62;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
31;F;L;LIMPERTSBERG,,,
31;F;IND;HAMM,,,
31;F;H;GARE,,,
26;M;N;LIMPERTSBERG,,,
43;M;F;LIMPERTSBERG,,,
29;M;P;LIMPERTSBERG,,,
37;F;SVN;LIMPERTSBERG,,,
31;M;I;BELAIR,,,
12;F;F,GB;MERL,,
43;F;FIN;DOMMELDANGE,,,
44;M;GR;GARE,,,
34;F;L,RUS;GASPERICH,,
44;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
19;F;GB;BONNEVOIE-SUD,,,
6;F;GR;BONNEVOIE-SUD,,,
30;M;F;VILLE-HAUTE,,,
6;F;B;KIRCHBERG,,,
9;M;L;CENTS,,,
58;F;I;VILLE-HAUTE,,,
45;M;F;CESSANGE,,,
28;M;P;GARE,,,
57;F;P;BELAIR,,,
56;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
27;M;GB;KIRCHBERG,,,
64;F;F;KIRCHBERG,,,
49;M;CH,F;BONNEVOIE-SUD,,
34;M;TJ;KIRCHBERG,,,
29;M;I;GARE,,,
31;F;BG;LIMPERTSBERG,,,
46;M;P;BONNEVOIE-SUD,,,
31;F;L;MERL,,,
36;M;I;HOLLERICH,,,
