Age;Sexe;Nationalite;Quartier,,,
46;M;USA;BONNEVOIE-SUD,,,
0;M;CZ;CENTS,,,
23;F;F;GARE,,,
43;M;I;GASPERICH,,,
31;M;IND;CENTS,,,
32;M;HRV;DOMMELDANGE,,,
24;M;B;GASPERICH,,,
26;M;B;BONNEVOIE-SUD,,,
41;F;F;PFAFFENTHAL,,,
23;F;F;GARE,,,
34;M;PL;MUEHLENBACH,,,
24;F;F;MUEHLENBACH,,,
32;F;F;KIRCHBERG,,,
37;F;CO;CESSANGE,,,
47;F;PL;DOMMELDANGE,,,
29;M;IND;GRUND,,,
30;M;F;CENTS,,,
23;M;F;BONNEVOIE-SUD,,,
23;M;HRV;BONNEVOIE-SUD,,,
32;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
30;M;P;MERL,,,
60;F;F;CESSANGE,,,
26;F;IRL;GASPERICH,,,
0;M;R;MUEHLENBACH,,,
25;M;F;GARE,,,
0;F;D,F;CESSANGE,,
37;F;PL;NEUDORF/WEIMERSHOF,,,
45;M;NL;LIMPERTSBERG,,,
7;M;I;HAMM,,,
27;F;P;MERL,,,
0;M;F,LVA;GASPERICH,,
22;F;YV;BELAIR,,,
42;M;TJ;NEUDORF/WEIMERSHOF,,,
22;M;F;BONNEVOIE-SUD,,,
34;M;IRL;BELAIR,,,
28;F;F;VILLE-HAUTE,,,
28;F;B;GASPERICH,,,
23;F;F;LIMPERTSBERG,,,
27;F;B;CESSANGE,,,
25;M;CH;CESSANGE,,,
61;M;DK;LIMPERTSBERG,,,
16;M;TN;LIMPERTSBERG,,,
28;F;PL;HOLLERICH,,,
24;M;F;BELAIR,,,
55;M;P;MERL,,,
30;F;E;BONNEVOIE-NORD/VERLORENKOST,,,
0;F;USA;BELAIR,,,
47;M;IND;HOLLERICH,,,
44;F;UKR;CESSANGE,,,
38;M;I;DOMMELDANGE,,,
28;M;TJ;GASPERICH,,,
35;M;RC;HOLLERICH,,,
73;F;B;DOMMELDANGE,,,
16;F;L;LIMPERTSBERG,,,
26;F;L,NL;ROLLINGERGRUND/BELAIR-NORD,,
30;M;F;CESSANGE,,,
47;M;HRV;GARE,,,
24;M;E;ROLLINGERGRUND/BELAIR-NORD,,,
33;M;TJ;GASPERICH,,,
20;F;IR;EICH,,,
26;M;SN;DOMMELDANGE,,,
20;F;L,P;GARE,,
0;M;L;BELAIR,,,
47;M;F;GARE,,,
49;M;P;MERL,,,
0;M;F;MUEHLENBACH,,,
41;M;A;MERL,,,
19;M;SYR;LIMPERTSBERG,,,
34;F;GR;VILLE-HAUTE,,,
30;F;I;BEGGEN,,,
27;F;L;EICH,,,
34;F;P;BONNEVOIE-SUD,,,
40;M;P;DOMMELDANGE,,,
13;M;BG;NEUDORF/WEIMERSHOF,,,
27;M;PAK;HOLLERICH,,,
14;F;TJ;GASPERICH,,,
7;F;P;GASPERICH,,,
30;M;IND;GARE,,,
24;M;F;BEGGEN,,,
15;M;R;BELAIR,,,
0;M;PHL;BELAIR,,,
11;F;I;LIMPERTSBERG,,,
20;F;L;MERL,,,
39;M;RL;VILLE-HAUTE,,,
43;F;SRB;GARE,,,
56;M;GB;BELAIR,,,
26;F;PL;BONNEVOIE-SUD,,,
10;F;L,BR;KIRCHBERG,,
40;M;L,F;CESSANGE,,
38;F;BG;KIRCHBERG,,,
29;M;RM;BONNEVOIE-SUD,,,
29;F;GR;CENTS,,,
50;F;GB;KIRCHBERG,,,
33;M;L;CENTS,,,
26;M;E;HOLLERICH,,,
27;F;GR;GASPERICH,,,
49;F;IRL;KIRCHBERG,,,
0;F;L;BONNEVOIE-SUD,,,
47;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
27;F;F,NL;BELAIR,,
42;M;PAK;KIRCHBERG,,,
36;M;IND;CENTS,,,
21;F;KAZ;HOLLERICH,,,
32;F;USA;MUEHLENBACH,,,
25;F;P;LIMPERTSBERG,,,
24;F;L,MNE;KIRCHBERG,,
43;F;I;GARE,,,
7;F;GUB;DOMMELDANGE,,,
36;F;PL;CESSANGE,,,
27;F;GR;VILLE-HAUTE,,,
23;M;P;VILLE-HAUTE,,,
28;M;IRL;GARE,,,
17;M;SYR;BELAIR,,,
23;F;F;EICH,,,
27;M;E;HOLLERICH,,,
19;M;RSR;KIRCHBERG,,,
0;F;L;CENTS,,,
41;F;R;GARE,,,
42;F;KOR;BONNEVOIE-SUD,,,
12;F;TJ;HOLLERICH,,,
32;F;PL;CESSANGE,,,
31;F;IND;MERL,,,
30;F;TJ;GRUND,,,
23;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
33;F;I;MUEHLENBACH,,,
48;M;E;BELAIR,,,
42;M;GB;MERL,,,
44;F;F;BELAIR,,,
6;F;P;MUEHLENBACH,,,
21;M;F;BONNEVOIE-SUD,,,
42;M;B;CESSANGE,,,
42;M;IND;LIMPERTSBERG,,,
19;M;L,P;MUEHLENBACH,,
20;F;R;GARE,,,
29;M;IND;BELAIR,,,
4;F;USA;KIRCHBERG,,,
22;M;F;BONNEVOIE-SUD,,,
23;M;KAZ;NEUDORF/WEIMERSHOF,,,
32;M;P;NEUDORF/WEIMERSHOF,,,
20;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
0;F;L,I;GASPERICH,,
57;F;I;LIMPERTSBERG,,,
23;F;TJ;WEIMERSKIRCH,,,
25;F;BG;BONNEVOIE-NORD/VERLORENKOST,,,
33;F;IND;LIMPERTSBERG,,,
24;F;TJ;NEUDORF/WEIMERSHOF,,,
25;M;DZ;KIRCHBERG,,,
31;F;USA;GASPERICH,,,
3;M;SYR;GARE,,,
16;F;CV;HOLLERICH,,,
23;F;GR;BONNEVOIE-SUD,,,
52;M;E;GARE,,,
5;M;IND;GARE,,,
27;M;TR;PULVERMUEHL,,,
29;M;F;GARE,,,
22;F;E;BONNEVOIE-NORD/VERLORENKOST,,,
0;F;L,F;LIMPERTSBERG,,
22;F;P;BONNEVOIE-SUD,,,
39;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
28;M;I;HOLLERICH,,,
0;F;L;VILLE-HAUTE,,,
27;F;RC;EICH,,,
0;M;L;VILLE-HAUTE,,,
48;M;E;GARE,,,
14;F;F;GASPERICH,,,
26;F;I;GARE,,,
40;M;AL;GARE,,,
24;M;MA;GARE,,,
46;F;CDN;GASPERICH,,,
46;M;I;CLAUSEN,,,
26;F;F;LIMPERTSBERG,,,
32;F;TJ;DOMMELDANGE,,,
4;M;RUS;HOLLERICH,,,
91;F;L;HAMM,,,
89;F;B;HOLLERICH,,,
85;F;I;BONNEVOIE-SUD,,,
85;M;L;BELAIR,,,
86;F;L;BONNEVOIE-SUD,,,
85;F;B;EICH,,,
81;F;D;LIMPERTSBERG,,,
82;M;L;LIMPERTSBERG,,,
83;F;L;LIMPERTSBERG,,,
79;M;I;BONNEVOIE-SUD,,,
79;F;L;BONNEVOIE-SUD,,,
80;F;L;BONNEVOIE-SUD,,,
81;F;L;CENTS,,,
80;F;I;HOLLERICH,,,
78;M;L;EICH,,,
80;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
76;M;P;GASPERICH,,,
76;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
76;M;L;BELAIR,,,
78;F;L;LIMPERTSBERG,,,
77;M;L;BONNEVOIE-SUD,,,
77;M;L;CENTS,,,
78;M;L;LIMPERTSBERG,,,
75;F;L;NEUDORF/WEIMERSHOF,,,
74;F;L;BELAIR,,,
74;F;F;PFAFFENTHAL,,,
74;M;L;CESSANGE,,,
75;M;L;PFAFFENTHAL,,,
72;F;L;BELAIR,,,
73;F;L;BELAIR,,,
73;M;L;NEUDORF/WEIMERSHOF,,,
74;F;L;CESSANGE,,,
73;F;L;MUEHLENBACH,,,
72;F;L;MUEHLENBACH,,,
72;F;L;BONNEVOIE-SUD,,,
72;F;IR;DOMMELDANGE,,,
73;M;L,MNE;DOMMELDANGE,,
71;M;P;CLAUSEN,,,
72;M;L;CESSANGE,,,
71;M;L;LIMPERTSBERG,,,
71;M;P;GARE,,,
69;M;L;GASPERICH,,,
69;F;L;LIMPERTSBERG,,,
70;F;F;BELAIR,,,
70;M;L,P;GARE,,
69;F;L;EICH,,,
70;M;L;CENTS,,,
68;M;D;HOLLERICH,,,
68;M;L;GARE,,,
68;F;L;LIMPERTSBERG,,,
68;M;NL;BONNEVOIE-NORD/VERLORENKOST,,,
68;M;L,F;BONNEVOIE-NORD/VERLORENKOST,,
67;M;L;BEGGEN,,,
66;F;NEP;BONNEVOIE-SUD,,,
67;F;L;BONNEVOIE-SUD,,,
65;M;L;MERL,,,
66;F;L;HAMM,,,
64;M;D;ROLLINGERGRUND/BELAIR-NORD,,,
64;M;P;BONNEVOIE-SUD,,,
64;F;D;BELAIR,,,
64;M;GR;DOMMELDANGE,,,
64;F;B;GARE,,,
63;F;L;HOLLERICH,,,
62;F;GR;NEUDORF/WEIMERSHOF,,,
62;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
62;F;P;KIRCHBERG,,,
62;F;B;NEUDORF/WEIMERSHOF,,,
62;F;P;BEGGEN,,,
62;M;GR;KIRCHBERG,,,
61;M;L;CENTS,,,
60;F;BG;KIRCHBERG,,,
60;M;L;CESSANGE,,,
59;M;F;MERL,,,
59;F;P;BONNEVOIE-SUD,,,
58;F;L;MERL,,,
58;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
58;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
57;M;B;GARE,,,
57;M;P;BONNEVOIE-SUD,,,
58;M;L;MERL,,,
56;M;L,GR;DOMMELDANGE,,
56;M;P;DOMMELDANGE,,,
57;F;L,TN;KIRCHBERG,,
56;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
55;M;L,CV;GASPERICH,,
56;M;L;BELAIR,,,
56;F;LTU;DOMMELDANGE,,,
55;F;P;EICH,,,
55;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
55;F;L,F;GASPERICH,,
54;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
54;F;L;BELAIR,,,
54;F;L;GARE,,,
55;M;B;KIRCHBERG,,,
53;F;L;LIMPERTSBERG,,,
53;F;CZ;GASPERICH,,,
52;F;R;BONNEVOIE-SUD,,,
53;F;B;BELAIR,,,
53;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
52;M;L,I;BONNEVOIE-SUD,,
52;M;NL;BELAIR,,,
52;M;L;HAMM,,,
52;F;IRL,GB;GARE,,
52;F;L;BONNEVOIE-SUD,,,
52;F;L;CENTS,,,
51;F;P;GARE,,,
51;M;L;BELAIR,,,
50;M;L;GASPERICH,,,
50;M;GB,ZA;BONNEVOIE-NORD/VERLORENKOST,,
50;M;S;CENTS,,,
50;M;D;BONNEVOIE-SUD,,,
49;M;L,E;BONNEVOIE-SUD,,
49;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
48;F;I;BONNEVOIE-SUD,,,
48;M;P;BONNEVOIE-SUD,,,
48;F;NL;GARE,,,
47;F;H;HOLLERICH,,,
47;M;P;BONNEVOIE-SUD,,,
47;F;F;PFAFFENTHAL,,,
47;M;L;BELAIR,,,
47;M;F;BONNEVOIE-SUD,,,
46;F;MEX;NEUDORF/WEIMERSHOF,,,
46;F;E;BELAIR,,,
45;M;F,GB;KIRCHBERG,,
45;M;L,F;NEUDORF/WEIMERSHOF,,
44;M;P;CESSANGE,,,
44;M;L;CENTS,,,
44;M;DK;DOMMELDANGE,,,
43;F;F;LIMPERTSBERG,,,
43;M;F;HOLLERICH,,,
43;M;L,I;BELAIR,,
44;M;LVA;HOLLERICH,,,
43;F;L;CESSANGE,,,
42;F;GR;KIRCHBERG,,,
42;M;P;MERL,,,
42;M;IRL,F;CENTS,,
42;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
42;F;L;CENTS,,,
42;M;L;BEGGEN,,,
41;F;LTU;DOMMELDANGE,,,
41;F;LTU;BELAIR,,,
41;M;L;MUEHLENBACH,,,
40;F;F;BEGGEN,,,
40;M;DK;CENTS,,,
40;M;L;HOLLERICH,,,
40;M;L;HAMM,,,
39;F;L,F;LIMPERTSBERG,,
39;M;BIH;CENTS,,,
39;M;L,F;DOMMELDANGE,,
39;M;SRB;GARE,,,
38;M;L;LIMPERTSBERG,,,
38;M;P;GARE,,,
37;M;D;VILLE-HAUTE,,,
38;F;L;CESSANGE,,,
38;F;F;BEGGEN,,,
37;F;DK;DOMMELDANGE,,,
37;F;CY;LIMPERTSBERG,,,
36;F;L,F;BEGGEN,,
36;F;L;CENTS,,,
35;F;L;PFAFFENTHAL,,,
33;M;L;NEUDORF/WEIMERSHOF,,,
34;M;P;DOMMELDANGE,,,
32;F;L;MUEHLENBACH,,,
32;M;L;VILLE-HAUTE,,,
32;M;GB;WEIMERSKIRCH,,,
32;M;D;BELAIR,,,
32;F;I;BONNEVOIE-SUD,,,
32;F;L;BELAIR,,,
30;M;I;BONNEVOIE-SUD,,,
30;F;L;CENTS,,,
28;F;L;BONNEVOIE-SUD,,,
28;F;L,P;BONNEVOIE-SUD,,
28;M;F;MERL,,,
28;F;L;BELAIR,,,
28;F;L;HOLLERICH,,,
27;M;L;BELAIR,,,
28;F;L,F;BEGGEN,,
29;F;L;LIMPERTSBERG,,,
26;F;L;VILLE-HAUTE,,,
26;M;B;DOMMELDANGE,,,
25;F;L;BELAIR,,,
25;M;L,P;BONNEVOIE-SUD,,
26;M;L,P;GARE,,
27;F;L;WEIMERSKIRCH,,,
24;F;L;CENTS,,,
21;F;L,P;EICH,,
20;F;L,P;KIRCHBERG,,
21;F;L,S;KIRCHBERG,,
20;F;L;BELAIR,,,
17;M;L;BELAIR,,,
17;M;L,CV;DOMMELDANGE,,
18;M;F;BEGGEN,,,
16;F;L;GASPERICH,,,
15;M;L;MERL,,,
14;F;L,XXK;EICH,,
14;F;L,B;LIMPERTSBERG,,
11;M;L,BD;BONNEVOIE-SUD,,
11;F;L;VILLE-HAUTE,,,
13;M;GR;PULVERMUEHL,,,
11;M;L,D;LIMPERTSBERG,,
12;M;B,F;HOLLERICH,,
11;M;L,B;LIMPERTSBERG,,
89;M;L;HAMM,,,
47;M;F;BONNEVOIE-NORD/VERLORENKOST,,,
49;M;S;LIMPERTSBERG,,,
49;M;L;CESSANGE,,,
62;F;UKR;BONNEVOIE-SUD,,,
49;M;A;DOMMELDANGE,,,
13;F;F;KIRCHBERG,,,
40;M;E;BELAIR,,,
34;F;F;BONNEVOIE-SUD,,,
75;F;BIH;BONNEVOIE-SUD,,,
21;M;L,TC;ROLLINGERGRUND/BELAIR-NORD,,
9;F;FIN;GASPERICH,,,
38;M;PL;GARE,,,
39;F;D;MUEHLENBACH,,,
27;F;S;KIRCHBERG,,,
32;M;WS;CENTS,,,
9;F;B;CLAUSEN,,,
35;F;R;BONNEVOIE-NORD/VERLORENKOST,,,
34;M;F;WEIMERSKIRCH,,,
35;F;AL;MERL,,,
9;F;F,S;BONNEVOIE-SUD,,
19;M;F;GARE,,,
37;M;L,UKR;VILLE-HAUTE,,
31;F;H;GARE,,,
25;F;LTU;KIRCHBERG,,,
46;M;F;EICH,,,
42;F;T;HOLLERICH,,,
8;F;F;WEIMERSKIRCH,,,
42;F;J;BELAIR,,,
74;F;B;LIMPERTSBERG,,,
29;F;F;HOLLERICH,,,
9;M;FIN,P;HOLLERICH,,
20;F;B;GASPERICH,,,
40;M;L;PFAFFENTHAL,,,
56;F;CH;BONNEVOIE-NORD/VERLORENKOST,,,
9;F;F;GASPERICH,,,
46;F;E;BONNEVOIE-SUD,,,
32;F;F;GARE,,,
34;M;F;LIMPERTSBERG,,,
44;M;P;GARE,,,
38;F;RUS;LIMPERTSBERG,,,
7;F;L,H;WEIMERSKIRCH,,
37;M;F;KIRCHBERG,,,
44;M;F;ROLLINGERGRUND/BELAIR-NORD,,,
35;M;L;KIRCHBERG,,,
7;M;P;CENTS,,,
59;F;BR;LIMPERTSBERG,,,
31;M;GR;VILLE-HAUTE,,,
77;F;B;BEGGEN,,,
31;M;F;GASPERICH,,,
49;F;P;BEGGEN,,,
8;M;HRV;GASPERICH,,,
67;F;RUS;HOLLERICH,,,
7;F;I;PFAFFENTHAL,,,
41;F;F;NEUDORF/WEIMERSHOF,,,
52;M;P;EICH,,,
36;M;I,D;MERL,,
7;F;F;CESSANGE,,,
35;F;S;BELAIR,,,
38;F;I;BELAIR,,,
51;F;P;MUEHLENBACH,,,
37;F;GR;MUEHLENBACH,,,
20;M;L;CESSANGE,,,
42;M;PL;NEUDORF/WEIMERSHOF,,,
34;M;F;BONNEVOIE-SUD,,,
43;F;F;LIMPERTSBERG,,,
59;M;GB;LIMPERTSBERG,,,
38;F;E;CENTS,,,
46;F;I;HOLLERICH,,,
6;M;L,GB;CENTS,,
53;F;F;LIMPERTSBERG,,,
27;M;J;VILLE-HAUTE,,,
33;M;F;GARE,,,
6;M;F;PFAFFENTHAL,,,
31;F;F;BONNEVOIE-SUD,,,
28;M;I;MERL,,,
35;M;RUS;LIMPERTSBERG,,,
9;M;IL;KIRCHBERG,,,
33;F;TJ;KIRCHBERG,,,
32;F;F;BONNEVOIE-SUD,,,
6;M;D;BONNEVOIE-SUD,,,
29;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
35;M;TR;BEGGEN,,,
33;M;F;MUEHLENBACH,,,
50;F;D;DOMMELDANGE,,,
54;F;P;LIMPERTSBERG,,,
16;M;P;GARE,,,
6;F;F;BELAIR,,,
34;F;USA;BEGGEN,,,
34;F;L,HRV;WEIMERSKIRCH,,
3;F;LVA;GARE,,,
62;M;L;BONNEVOIE-SUD,,,
75;F;L;BELAIR,,,
31;F;F;CLAUSEN,,,
43;M;F;GASPERICH,,,
38;M;NL;BELAIR,,,
7;M;P;BEGGEN,,,
37;F;I;GARE,,,
28;F;F;BELAIR,,,
33;M;F;KIRCHBERG,,,
6;F;I,R;GASPERICH,,
38;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
53;M;RCH;PFAFFENTHAL,,,
30;M;E;NEUDORF/WEIMERSHOF,,,
32;M;TJ;GASPERICH,,,
30;M;F;CESSANGE,,,
5;M;L;HOLLERICH,,,
52;M;L,F;LIMPERTSBERG,,
53;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
29;F;BG;MUEHLENBACH,,,
36;F;UKR;BEGGEN,,,
30;F;TC;CESSANGE,,,
27;M;IRL;GARE,,,
53;F;P;HOLLERICH,,,
31;M;IRL;LIMPERTSBERG,,,
5;M;L;NEUDORF/WEIMERSHOF,,,
11;M;E,I;BELAIR,,
6;F;I;KIRCHBERG,,,
29;M;F;MERL,,,
39;F;E;LIMPERTSBERG,,,
31;F;F;GARE,,,
5;F;F;BELAIR,,,
9;M;F;BONNEVOIE-SUD,,,
28;F;F;GARE,,,
28;F;F;WEIMERSKIRCH,,,
64;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
12;M;IRL;NEUDORF/WEIMERSHOF,,,
53;M;L,F;BELAIR,,
34;M;H;GASPERICH,,,
47;F;RUS;BEGGEN,,,
60;F;PL;GARE,,,
19;F;P;MERL,,,
33;M;E;MUEHLENBACH,,,
4;F;GR;BONNEVOIE-SUD,,,
53;M;GR;LIMPERTSBERG,,,
37;F;F;CESSANGE,,,
29;F;BG;BONNEVOIE-SUD,,,
13;F;P;LIMPERTSBERG,,,
37;M;HRV;CESSANGE,,,
57;F;F;GARE,,,
39;F;GR;EICH,,,
30;F;F;GARE,,,
62;M;E;VILLE-HAUTE,,,
16;F;P;EICH,,,
61;M;B;DOMMELDANGE,,,
31;M;TJ;BEGGEN,,,
42;F;H;LIMPERTSBERG,,,
31;F;P;LIMPERTSBERG,,,
3;M;L;CLAUSEN,,,
57;F;F;CESSANGE,,,
20;M;B;GASPERICH,,,
3;M;L,F;ROLLINGERGRUND/BELAIR-NORD,,
78;F;B;CLAUSEN,,,
49;M;F;GARE,,,
3;F;GR;GARE,,,
27;M;B;NEUDORF/WEIMERSHOF,,,
37;M;E;VILLE-HAUTE,,,
27;M;SRB;GARE,,,
55;M;P;GARE,,,
73;M;P;LIMPERTSBERG,,,
27;M;F;LIMPERTSBERG,,,
27;F;I;GASPERICH,,,
35;F;IND;HOLLERICH,,,
27;F;F;GARE,,,
31;M;GR;BONNEVOIE-SUD,,,
36;F;IND;CENTS,,,
48;F;NL;MERL,,,
6;M;TJ;BELAIR,,,
11;M;F;KIRCHBERG,,,
42;M;D;CESSANGE,,,
28;F;B;MERL,,,
30;F;GR;BELAIR,,,
45;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
3;M;AUS;HOLLERICH,,,
30;M;CDN;NEUDORF/WEIMERSHOF,,,
56;M;B;BONNEVOIE-SUD,,,
29;F;D;GARE,,,
28;M;F;GARE,,,
4;F;I;KIRCHBERG,,,
36;M;SRB;GASPERICH,,,
23;F;F;HAMM,,,
60;M;L;VILLE-HAUTE,,,
13;F;GR;LIMPERTSBERG,,,
33;M;R;LIMPERTSBERG,,,
26;F;GR;BONNEVOIE-SUD,,,
10;F;L,BIH;GASPERICH,,
44;F;L,DK;VILLE-HAUTE,,
51;F;F;VILLE-HAUTE,,,
33;M;M;BELAIR,,,
32;M;H;BONNEVOIE-NORD/VERLORENKOST,,,
25;F;F;BONNEVOIE-NORD/VERLORENKOST,,,
33;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
26;M;HRV;MERL,,,
29;M;F;BEGGEN,,,
32;M;I;BELAIR,,,
55;M;R;GARE,,,
2;M;I;LIMPERTSBERG,,,
33;M;CO;MUEHLENBACH,,,
38;F;F;LIMPERTSBERG,,,
29;M;E;BONNEVOIE-SUD,,,
41;F;SYR;HOLLERICH,,,
2;F;L,PL;BEGGEN,,
27;F;DOM;GARE,,,
14;F;I;MUEHLENBACH,,,
36;F;L;BONNEVOIE-SUD,,,
26;M;B;WEIMERSKIRCH,,,
53;F;D;GARE,,,
45;F;PL;KIRCHBERG,,,
17;M;FIN;KIRCHBERG,,,
25;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
1;F;L,P;CENTS,,
24;M;B;GASPERICH,,,
29;F;F;BELAIR,,,
19;M;F;BELAIR,,,
31;M;F;BONNEVOIE-SUD,,,
55;M;IND;GARE,,,
58;F;F;GARE,,,
29;F;ZA;GASPERICH,,,
35;M;SVN;KIRCHBERG,,,
2;F;B;BONNEVOIE-SUD,,,
27;F;UKR;LIMPERTSBERG,,,
30;F;SGP;BELAIR,,,
31;M;I;HOLLERICH,,,
48;M;I;HOLLERICH,,,
28;M;GB;DOMMELDANGE,,,
26;F;F;GARE,,,
26;F;MS;CESSANGE,,,
29;F;R;GARE,,,
6;M;E;GASPERICH,,,
30;M;I;ROLLINGERGRUND/BELAIR-NORD,,,
24;F;LTU;BEGGEN,,,
22;F;P;GASPERICH,,,
27;M;F;BONNEVOIE-SUD,,,
30;F;TN;BELAIR,,,
29;M;F;BELAIR,,,
15;F;F;MERL,,,
40;F;F;HOLLERICH,,,
41;M;F;GARE,,,
26;M;I;PFAFFENTHAL,,,
46;M;R;KIRCHBERG,,,
4;F;J;NEUDORF/WEIMERSHOF,,,
15;F;USA;VILLE-HAUTE,,,
38;M;I;BELAIR,,,
19;M;D;BEGGEN,,,
55;M;D;DOMMELDANGE,,,
25;F;E;BELAIR,,,
27;F;SK;BONNEVOIE-SUD,,,
28;M;P,CV;CENTS,,
26;M;PL;BELAIR,,,
34;F;NL;KIRCHBERG,,,
39;M;D;WEIMERSKIRCH,,,
36;M;E;CLAUSEN,,,
25;M;B;BELAIR,,,
37;M;BG;LIMPERTSBERG,,,
26;M;IND;LIMPERTSBERG,,,
37;M;ERY;LIMPERTSBERG,,,
39;M;P;PFAFFENTHAL,,,
58;M;P;BONNEVOIE-SUD,,,
46;M;R;KIRCHBERG,,,
39;F;F;EICH,,,
25;M;L,B;LIMPERTSBERG,,
4;M;P;MUEHLENBACH,,,
30;F;NL;ROLLINGERGRUND/BELAIR-NORD,,,
36;M;F;BELAIR,,,
39;F;P;HOLLERICH,,,
22;M;F;GARE,,,
31;M;IND;NEUDORF/WEIMERSHOF,,,
31;M;P;MUEHLENBACH,,,
29;M;GB;BONNEVOIE-NORD/VERLORENKOST,,,
23;F;F;GARE,,,
28;F;IND;HOLLERICH,,,
46;F;P;CENTS,,,
29;M;F;GARE,,,
39;F;TJ;LIMPERTSBERG,,,
39;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
35;F;TJ;LIMPERTSBERG,,,
20;M;B;NEUDORF/WEIMERSHOF,,,
33;F;I;GARE,,,
34;F;IND;CENTS,,,
27;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
89;M;I;LIMPERTSBERG,,,
91;M;L;LIMPERTSBERG,,,
90;F;L;KIRCHBERG,,,
86;M;L;MERL,,,
85;F;E;ROLLINGERGRUND/BELAIR-NORD,,,
87;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
86;M;L;BELAIR,,,
88;F;L;VILLE-HAUTE,,,
86;M;L;HAMM,,,
82;F;L;GARE,,,
83;M;L;PFAFFENTHAL,,,
83;M;L;MERL,,,
83;F;I;GASPERICH,,,
84;M;L;MERL,,,
83;F;L;BELAIR,,,
78;F;L;LIMPERTSBERG,,,
80;F;L;LIMPERTSBERG,,,
81;F;L;VILLE-HAUTE,,,
80;F;I;DOMMELDANGE,,,
80;F;L;HOLLERICH,,,
81;M;L;GRUND,,,
81;F;L;BELAIR,,,
79;M;L;BEGGEN,,,
81;F;L;CENTS,,,
78;F;L;GASPERICH,,,
76;M;L;MUEHLENBACH,,,
78;M;L;CESSANGE,,,
76;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
76;M;L,IL;MERL,,
78;F;L;BEGGEN,,,
74;M;F;GARE,,,
74;M;B;LIMPERTSBERG,,,
75;F;L;MUEHLENBACH,,,
75;M;L;EICH,,,
74;M;P;NEUDORF/WEIMERSHOF,,,
74;M;B;BEGGEN,,,
73;F;I;CESSANGE,,,
72;F;F;MERL,,,
73;F;L,GB;CENTS,,
71;M;P;KIRCHBERG,,,
71;F;L,S;LIMPERTSBERG,,
71;F;L;NEUDORF/WEIMERSHOF,,,
72;M;GR;BELAIR,,,
72;F;L;BONNEVOIE-SUD,,,
69;F;L;LIMPERTSBERG,,,
70;M;F;BELAIR,,,
70;F;P;GASPERICH,,,
68;F;P;HOLLERICH,,,
68;F;L;BONNEVOIE-SUD,,,
69;F;L,I;BEGGEN,,
66;M;P;GARE,,,
66;M;F;HOLLERICH,,,
67;F;P;LIMPERTSBERG,,,
66;F;NL;BONNEVOIE-SUD,,,
66;M;F;BONNEVOIE-SUD,,,
65;M;S;NEUDORF/WEIMERSHOF,,,
66;F;L;CESSANGE,,,
66;F;L;WEIMERSKIRCH,,,
65;F;L;MUEHLENBACH,,,
64;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
64;F;L;MUEHLENBACH,,,
64;F;L;BONNEVOIE-SUD,,,
63;M;L;BELAIR,,,
63;M;L;BEGGEN,,,
63;F;L;NEUDORF/WEIMERSHOF,,,
63;M;L;BONNEVOIE-SUD,,,
62;F;P;CLAUSEN,,,
62;M;L;GASPERICH,,,
62;F;L,F;HOLLERICH,,
61;F;L;BONNEVOIE-SUD,,,
61;M;F;KIRCHBERG,,,
60;F;P;BONNEVOIE-SUD,,,
60;M;P;GASPERICH,,,
60;M;D;KIRCHBERG,,,
59;F;L,F;BELAIR,,
59;M;USA;BONNEVOIE-SUD,,,
59;M;L;BONNEVOIE-SUD,,,
59;M;P;BONNEVOIE-SUD,,,
59;M;F;GARE,,,
59;F;F;MUEHLENBACH,,,
58;F;E;KIRCHBERG,,,
58;F;L;BONNEVOIE-SUD,,,
58;F;L;KIRCHBERG,,,
57;M;L;CLAUSEN,,,
57;F;L;PULVERMUEHL,,,
57;F;I;ROLLINGERGRUND/BELAIR-NORD,,,
