product_id,akkukapazitat,anzahl_prozessorkerne,arbeitsspeicher,artikelnummer,audio_features,batterie_akkutyp,betriebssystem,betriebssystem_version,bildschirmdiagonale_zoll,bildschirmtechnologie,bildseitenverhaltnis,bildwiederholfrequenz,bildwiederholrate_bei_max_auflosung,bluetooth_version,breite,farbgruppe,frontkamera_auflosung,genaue_farbbezeichnung,gewicht,handy_features,hauptkamera_lichtstarke,hersteller,herstellernr,hohe,kamera_anzahl,kamera_auflosung,kamera_feature,kategorie,konnektivitat,ladetechnologie,lieferumfang,lange,max_videoauflosung,max_videoauflosung_standard,mobiler_prozessor,mobilfunk_standard,modellreihe,pixelauflosung,prozessor_taktfrequenz,punktdichte,sim_slot,sim_kartentyp,sim_typ,satellitennavigationssystemtyp,schutzart_ip_code,sensoren,smart_home_okosystem,speicherkapazitat,speicherkartentyp,steckertyp,titel,verkaufsrang_in_kategorie_smartphone,wlan_standard
33603148,3000 mAh,4 -Core,3 GB,33603148,AACi,,Android,Android 6.0 (Marshmallow),,IPSi,,,,4.1,7.50 mm,Schwarz,,Black,147 g,3.5mm Klinkenbuchse,,Huawei,8033779036385,146.80 mm,Single Kamerai,,,Smartphonei,USB,,Y,7.50 mm,1920 x 1080 Pixels,,Qualcomm Snapdragon 650,,,,2 GHz,,,Nano-SIMi,,,,Annäherungssensor,,16 GB,microSDi,Micro USB,Huawei HAUWEI P9 LITE BLACK 16GB 3GB RAM BLACK APP,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
33606046,,,,33606046,,,,,,,,,,,,,,,,,,Energizer,UPENH620SBEU,,,,,Smartphonei,,,,,,,,,,,,,,,,,,,,,,,Energizer H620S 4G BLACK IP69,,
33661216,1000 mAh,,0.02 GB,33661216,,Li-Ioni,,,,,,,,3.0 + HSi,19 mm,"Schwarz, Weiss",,"Black, White",4.75 kg,3.5mm Klinkenbuchse,,Fellowes,7354,102 mm,,,,Smartphonei,,,Y,19 mm,320 x 240 Pixels,,,,,,,,,Micro-SIM,Dual SIMi,,,,,,microSDi,,Fellowes DORO 2404 BLACK/WHITE,,
33669726,3000 mAh,8 -Core,3 GB,33669726,AACi,LiPoi,Android,Android 7.1 (Nougat),,IPSi,18:9,30 Hz,,4.2,8.10 mm,Silber,,Ice Platinum,149 g,3.5mm Klinkenbuchse,,LG Electronics,773729,142.50 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,,Schnellstartübersicht,8.10 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,1.40 GHz,442 ppi,,Standard-SIM,Single SIM,,,Annäherungssensor,Google Assistant,32 GB,microSDi,Micro USB,LG Q6 32GB GOLD APP,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
34367422,5000 mAh,8 -Core,3 GB,34367422,AACi,,Android,Android 12,,IPSi,20:9,30 Hz,30p,5.0,8.90 mm,Blau,,Atlantic Blue,190 g,3.5mm Klinkenbuchse,,TCL,6102H2BLCW,165.20 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,8.90 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,269 ppi,,Nano-SIMi,Dual SIMi,Galileoi,IP52i,Annäherungssensor,,32 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL DS 306 3+32GB OEM EU BLU,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
34367425,5010 mAh,4 -Core,4 GB,34367425,AACi,,Android,Android 12,,AMOLED,20:9,60 Hz,30p,5.0,7.74 mm,Schwarz,,Tech black,184 g,3.5mm Klinkenbuchse,,TCL,T676H-2ALCWE12,164.54 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Y,7.74 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,4Gi,,,2.30 GHz,395 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,64 GB,microSDi,USB-C,TCL TCL DS 30 4+64GB OEM EU BLK,,
34388733,2000 mAh,4 -Core,1 GB,34388733,AACi,,Android,Android 11,,,18:9,30 Hz,30p,4.2,9.80 mm,Schwarz,,Volcano Black,2 kg,Auswechselbare Batterie,,Alcatel,5033DR-2AALGB12,137.60 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,9.80 mm,1280 x 720 Pixels,HDi,MediaTek MT6739,,,,1.28 GHz,,,Nano-SIMi,Dual SIMi,,,Annäherungssensor,,8 GB,"microSDi
, microSDHCi",Micro USB,Alcatel 1 2021 8GB VOLCANO BLACK,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
34603332,5000 mAh,,4 GB,34603332,AACi,,Android,Funtouch OS 12,,IPSi,,,,5.1,8.25 mm,Blau,,Blue,188 g,Fingerprinti,,Vivo,6935117845609,164 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,,Y,8.25 mm,,,MediaTek Dimensity 700 5G,,,,,,,Nano-SIMi,,Galileoi,,Geomagnetischer Sensor,,128 GB,,USB-C,Vivo Y55 5G,,
34604111,6000 mAh,,4 GB,34604111,,,Android,Android 11,,,,,,5.0,9.60 mm,Grün,,Green,207 g,Fingerprinti,,realme,6941399057494,164.50 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,9.60 mm,1600 x 720 Pixels,,MediaTek Helio G85,,,,2 GHz,269 ppi,,,Dual SIMi,,,Annäherungssensor,,64 GB,microSDi,USB-C,realme Narzo 50A,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34604113,5000 mAh,8 -Core,4 GB,34604113,AACi,,Android,Android 11,,LCDi,20:9,60 Hz,,5.0,76 mm,Blau,5 Mpx,Cross Blue,194 g,3.5mm Klinkenbuchse,,realme,6941399059290,164.50 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,9.10 mm,1920 x 1080 Pixels,Full HDi,"Cortex A55, Cortex A75",,,,2 GHz,269 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Hall Sensor,,64 GB,microSDi,Micro USB,realme C21Y,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
34750289,2000 mAh,4 -Core,1 GB,34750289,AACi,,Android,Android 8.0 (Oreo),,,18:9,30 Hz,30p,4.2,8.88 cm,Schwarz,,Volcano Black,266 g,3.5mm Klinkenbuchse,,Alcatel,0TAC16VOOU7001,7.15 cm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,15.11 cm,1920 x 1080 Pixels,Full HDi,MediaTek MT6739,,,,1.28 GHz,,,Standard-SIM,Single SIM,,,Annäherungssensor,Google Assistant,16 GB,microSDi,Micro USB,Alcatel ALC 5033G 1 1+16 OPW BLK,811 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
34756633,5000 mAh,8 -Core,3 GB,34756633,AACi,,Android,Android 11,,IPSi,,,,5.0,8.28 mm,Schwarz,,Elegant Black,178 g,3.5mm Klinkenbuchse,,Vivo,781389,163.96 mm,Single Kamerai,,,Smartphonei,USB,,"USB, USB Kabel",8.28 mm,1600 x 720 Pixels,,ARM Cortex-A53,,,,2.30 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,32 GB,microSDi,Micro USB,Vivo VIV DS Y01 3+32 TIM BLK,,
34756634,5000 mAh,8 -Core,3 GB,34756634,AACi,,Android,Android 11,,IPSi,,,,5.0,8.28 mm,Blau,,Sapphire Blue,178 g,3.5mm Klinkenbuchse,,Vivo,781390,163.96 mm,Single Kamerai,,,Smartphonei,USB,,"USB, USB Kabel",8.28 mm,1600 x 720 Pixels,,ARM Cortex-A53,,,,2.30 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,32 GB,microSDi,Micro USB,Vivo VIV DS Y01 3+32 TIM BLU,,
34756639,5000 mAh,8 -Core,3 GB,34756639,,,Android,MIUI 13,,,"20.5:9, 20.6:9",30 Hz,30p,5.0,8.29 mm,Blau,,Blue,190 g,3.5mm Klinkenbuchse,,TIM,782419,169.59 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,8.29 mm,1920 x 1080 Pixels,Full HDi,Qualcomm Snapdragon 680,,,,2.40 GHz,,,,Dual SIMi,Galileoi,,Annäherungssensor,,64 GB,microSDi,USB-C,TIM XIA DS REDMI 10C 3+64 TIM BLU,711 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34756640,6000 mAh,8 -Core,4 GB,34756640,AACi,LiPoi,Android,Android 12,,IPSi,20:9,90 Hz,,5.1,8.27 mm,Schwarz,,Midnight Black,196 g,3.5mm Klinkenbuchse,,Honor,783644,76.85 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,SuperCharge,Schnellstartübersicht,8.27 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,128 GB,microSDi,USB-C,Honor HONOR X7a,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34756641,6000 mAh,8 -Core,4 GB,34756641,AACi,LiPoi,Android,Android 12,,IPSi,20:9,90 Hz,,5.1,9 cm,Blau,,Ocean Blue,300 g,3.5mm Klinkenbuchse,,TIM,783645,6 cm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,SuperCharge,Schnellstartübersicht,18 cm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,128 GB,microSDi,USB-C,TIM Honor X7a,1051 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34756642,5100 mAh,8 -Core,6 GB,34756642,,LiPoi,Android,Android 12,,OLEDi,,120 Hz,,5.1,6 cm,Grün,,Green,364 g,Fingerprinti,,TIM,783647,17.40 cm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,9 cm,2400 x 1080 Pixels,,"Cortex A55, Cortex A78",5Gi,,,2.20 GHz,394 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,128 GB,,USB-C,TIM HONOR Magic5 Lite,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34756645,5000 mAh,8 -Core,4 GB,34756645,AACi,LiPoi,Android,Android 13,"6.60""",PLSi,20:9,60 Hz,30p,5.3,8.99 cm,Silber,13 Mpx,Silver,301 g,"3.5mm Klinkenbuchse, Fingerprinti",1.80 f,TIM,783935,3.33 cm,Triple Kamerai,50 Mpx,"HDRi
, Weitwinkeli",Smartphonei,NFCi,,USB C Kabel,17.76 cm,1920 x 1080 Pixels,Full HDi,Mediatek Helio G80,4Gi,Galaxy A1x,1080 x 2408 Pixels,2 GHz,401 ppi,Nano-SIMi,Nano-SIMi,Dual SIMi,Galileoi,,Geomagnetischer Sensor,Samsung Bixby,64 GB,microSDi,USB-C,TIM Samsung Galaxy A14,276 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
34782741?supplier=406802,5000 mAh,8 -Core,6 GB,34782741,Dolby Atmos,LiPoi,Android,Android 11,"6.43""",OLEDi,20:9,60 Hz,30p,5.0,73.87 mm,Gold,13 Mpx,Gold,178 g,Fingerprinti,1.70 f,Motorola,0840023226540,8.30 mm,Triple Kamerai,48 Mpx,"HDRi
, Nachtmodusi
, Porträtmodusi
, Weitwinkeli",Smartphonei,Bluetoothi,,"USB Typ-C, USB Typ-C Kabel",161.89 mm,2400 x 1080 Pixels,FHD+,MediaTek Helio G85,4Gi,Motorola Moto G,2400 x 1080 Pixels,2.20 GHz,411 ppi,Nano-SIMi,Nano-SIMi,Hybrid Dual SIMi,"Galileoi
, GLONASSi
, GPSi",Wasserdichti,Gyroskopi,Google Assistant,128 GB,microSDi,USB-C,Motorola Moto G41 (4GB),,Wi-Fi 4 / 802.11ni
34782742,5000 mAh,8 -Core,4 GB,34782742,Dolby Atmos,,Android,Android 12,,LCDi,20:9,90 Hz,,5.2,73.80 mm,Silber,,Satin Silver,184 g,Fingerprinti,,Motorola,0840023236617,161.80 mm,Single Kamerai,,Nachtmodusi,Smartphonei,Bluetoothi,TurboPower,USB,8.49 mm,1920 x 1080 Pixels,Full HDi,Qualcomm Snapdragon 680,4Gi,,,2.40 GHz,405 ppi,,Nano-SIMi,Dual SIMi,Galileoi,IP52i,Gyroskopi,Google Assistant,64 GB,microSDi,USB-C,Motorola moto g32 16 5 cm (6.5 Zoll) Dual-SIM Android 12 4G USB Typ-C 4 GB 64 GB 5000 mAh Silber,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
35035044,2680 mAh,4 -Core,3 GB,35035044,AACi,LiPoi,Android,Android 5.0 (Lollipop),,IPSi,,30 Hz,,4.1,6.40 mm,Beige,,Champagnei,144 g,3.5mm Klinkenbuchse,,Huawei,QISGRA-L09,144.90 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,,Schnellstartübersicht,6.40 mm,1920 x 1080 Pixels,Full HDi,HiSilicon Kirin 930,,,,2 GHz,424 ppi,,Nano-SIMi,,,,Annäherungssensor,,16 GB,microSDi,Micro USB,Huawei P8 2017 GOLD TIM APP,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35046128,5000 mAh,8 -Core,3 GB,35046128,AACi,,Android,Android 12,,IPSi,20:9,30 Hz,30p,5.0,8.90 mm,Grau,,Space Gray,190 g,3.5mm Klinkenbuchse,,TCL,781337,165.20 mm,Single Kamerai,,,Smartphonei,USB,,Schnellstartübersicht,8.90 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,269 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,32 GB,microSDi,USB-C,TCL 306 32GB 3GB RAM 6102H SPACE GREY APP NFC,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35046129,5000 mAh,8 -Core,4 GB,35046129,AACi,,Android,Android 12,,IPSi,20:9,30 Hz,,5.0,165.20 mm,Grau,,Space Gray,190 g,3.5mm Klinkenbuchse,,TCL,781537,8.90 mm,Single Kamerai,,,Smartphonei,WLAN,,,165.20 mm,1920 x 1080 Pixels,Full HDi,MediaTek Helio G25,,,,2 GHz,269 ppi,,Nano-SIMi,,Galileoi,,Annäherungssensor,,128 GB,microSDi,USB-C,TCL 30 SE 128GB 4GB RAM SPACE GREY APP,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35046130,5000 mAh,8 -Core,4 GB,35046130,AACi,,Android,Android 12,,IPSi,20:9,30 Hz,,5.0,165.20 mm,Blau,,Atlantic Blue,190 g,3.5mm Klinkenbuchse,,TCL,781538,8.90 mm,Single Kamerai,,,Smartphonei,WLAN,,,165.20 mm,1920 x 1080 Pixels,Full HDi,MediaTek Helio G25,,,,2 GHz,269 ppi,,Nano-SIMi,,Galileoi,,Lichtsensor,,128 GB,microSDi,USB-C,TCL 30 SE 128GB 4GB RAM BLUE APP,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35234474,5000 mAh,4 -Core,4 GB,35234474,AACi,Li,Android,Android 12,,IPSi,20:9,,,5.0,8.90 mm,Blau,,"Blau, Blue",190 g,3.5mm Klinkenbuchse,,TCL,4894461921303,165.20 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Schnellstartübersicht,8.90 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,269 ppi,,Nano-SIMi,,Galileoi,,Annäherungssensor,,64 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30 SE 64GB Dunkelblau,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35234601,5010 mAh,4 -Core,4 GB,35234601,AACi,,Android,Android 12,,AMOLED,20:9,60 Hz,,5.0,7.74 mm,Blau,,Blue,184 g,3.5mm Klinkenbuchse,,TCL,4894461923369,164.54 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Y,7.74 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,395 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,64 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30 64GB Blauw,,
35234602,5010 mAh,4 -Core,4 GB,35234602,AACi,,Android,Android 12,,AMOLED,20:9,60 Hz,,5.0,7.74 mm,Schwarz,,Black,184 g,3.5mm Klinkenbuchse,,TCL,4894461923352,164.54 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Y,7.74 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,395 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,64 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30 64GB Zwart,1066 von 3430,
35234603,5010 mAh,,4 GB,35234603,AACi,,Android,Android 12,,,20:9,60 Hz,,5.0,10.42 cm,Schwarz,,Schwarz,446 g,3.5mm Klinkenbuchse,,TCL,4894461923376,5.56 cm,Single Kamerai,,HDRi,Smartphonei,USB,,Y,18.76 cm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,395 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,128 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30+ 128GB Zwart,879 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35236220,5010 mAh,8 -Core,4 GB,35236220,AACi,,Android,Android 12,,AMOLED,20:9,30 Hz,30p,5.0,7.74 mm,Schwarz,,"Black, Techno",184 g,3.5mm Klinkenbuchse,,TCL,T676K2ALCW,164.54 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,,Schnellstartübersicht,7.74 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,395 ppi,,Nano-SIMi,Hybrid Dual SIMi,Galileoi,IP52i,Annäherungssensor,,128 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30+ 676K 128GB 4GB TECHNO BLACK ITALY OEM,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35268634,5000 mAh,,,35268634,,,Android,Android 12,,IPSi,,,,5.0,75 mm,Schwarz,,Schwarz,187 g,Fingerprinti,,OPPO,CPH2385B,163.70 mm,,,,Smartphonei,Bluetoothi,,,163.70 mm,,,MediaTek Helio G35,4Gi,Oppo A,,,,Nano-SIMi,Nano-SIMi,Dual SIMi,,,Annäherungssensor,,64 GB,,USB-C,OPPO Smartphone A57s 4,,
35373446,,,,35373446,,,,,,,,,,,,,,,,,,Hisense,F20,,,,,Smartphonei,,,,,,,,,,,,,,,,,,,,,,,"Hisense SenjorÅ³ telefonas Artfone F20 (LT, LV, EE, RU)",,
35374734?supplier=406802,,,,35374734,,,,,,,,,,,,Schwarz,,Schwarz,,,,Alcatel,,,,,,Smartphonei,,,,,,,,,,,,,,,,,,,,32 GB,,,Alcatel 1B (2022) Schwarz,,
35383153,5000 mAh,8 -Core,128 GB,35383153,,LiPoi,,,,AMOLED,,,,5.0,10 cm,Blau,,,470 g,,,Infinix,I/X676C/8-128/BLUE,5 cm,,,,Smartphonei,NFCi,,,20 cm,,,,,Xiaomi Redmi Note 12,,,,,Nano-SIMi,Dual SIMi,,,,,128 GB,Nano SD,,"Infinix INFINIXÂ Note 12 2023Â 8/128GB Blue, Model X676C",898 von 3430,
35396541,,,,35396541,,,,,,,,,,,,,,,2 kg,,,Xiaomi,MZB0DHZEN,,,,,Smartphonei,,,,,,,,,,,,,,,,,,,,,,,Xiaomi REDMI 12C GRAPHITE GRAY 3GB/32GB,,
35430785,3000 mAh,4 -Core,2 GB,35430785,AACi,Li-Ioni,Android,Android 12,,IPSi,18:9,30 Hz,,5.0,9.60 mm,Violett,,Mauve mist,2 kg,3.5mm Klinkenbuchse,,TCL,T431D-2BLCGB12,159.20 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Schnellstartübersicht,9.60 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,179 ppi,,Nano-SIMi,Dual SIMi,Galileoi,IP52i,,,32 GB,"microSDi
, microSDHCi
, microSDXCi",Micro USB,TCL 403 PURPLE,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35430833,5000 mAh,8 -Core,2 GB,35430833,AACi,LiPoi,Android,Android 12,,,20:9,30 Hz,,5.1,8.99 mm,Grau,,Dark Grey,2 kg,3.5mm Klinkenbuchse,,TCL,T506D-3ALCGB12,164.66 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Schnellstartübersicht,8.99 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,269 ppi,,Nano-SIMi,,Galileoi,,Annäherungssensor,,32 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 405 GRAY,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
35492815,,,,35492815,,,,,,,,,,,9 cm,,,,420 g,,,TE Connectivity,,5 cm,,,,Smartphonei,,,,18 cm,,,,,,,,,,,,,,,,,,,TE Connectivity ZTE BLADE A72 64GB 4GB RAM 5G GREY ITALY,841 von 3430,
35497409,5000 mAh,8 -Core,4 GB,35497409,Dolby Atmos,,Android,Android 13,,IPSi,20:9,90 Hz,,5.1,8.19 mm,Grau,,Matte Charcoal,183.45 g,3.5mm Klinkenbuchse,,Motorola,783758,162.70 mm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,,Y,8.19 mm,1600 x 720 Pixels,,MediaTek Helio G85,,,,2 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,Wasserdichti,Annäherungssensor,Google Assistant,128 GB,microSDi,USB-C,Motorola G13 128GB 4GB RAM MATTE CHARCOAL ITALY,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
35498260,5000 mAh,8 -Core,8 GB,35498260,Dolby Atmos,,Android,Android 13,,IPSi,20:9,90 Hz,30p,5.1,8.19 mm,Weiss,,Pearl White,184.25 g,3.5mm Klinkenbuchse,,Motorola,PAX20013SE,162.70 mm,Single Kamerai,,Nachtmodusi,Smartphonei,NFCi,TurboPower,Y,8.19 mm,1920 x 1080 Pixels,,MediaTek Helio G85,,,,2 GHz,,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,Google Assistant,128 GB,microSDi,USB-C,Motorola 23,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
35505047,,6 -Core,,35505047,AACi,LiPoi,iOS,iOS 14,,OLEDi,,240 Hz,60p,5.0,7.40 mm,Grün,,Grün,164 g,,,Apple,S023C1264GR,146.70 mm,Single Kamerai,,Nachtmodusi,Smartphonei,WLAN,,"Lightningi
, Lightning Kabel",7.40 mm,3840 x 2160 Pixels,4Ki,Apple A14 Bionic,,,,,460 ppi,,"eSIMi
, Nano-SIMi",Dual SIMi,Galileoi,IP68i,Annäherungssensor,Apple Siri,64 GB,,Lightningi,Apple Apple iPhone 12 64GB Grün Refurbished,,Wi-Fi 6 / 802.11ax
35506697,5000 mAh,8 -Core,8 GB,35506697,AACi,,Android,Android 13,,AMOLED,20:9,90 Hz,,5.3,18.40 cm,Schwarz,,Midnight Black,181 g,Fingerprinti,,OPPO,6053760KIT,7.50 cm,Single Kamerai,,Nachtmodusi,Smartphonei,USB,Super VOOC,Y,9.80 cm,2400 x 1080 Pixels,,MediaTek Helio G99,,,,2.20 GHz,409 ppi,,Nano-SIMi,Dual SIMi,Galileoi,IP54i,Geomagnetischer Sensor,,128 GB,microSDi,USB-C,OPPO 8 T,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
35508604,5000 mAh,4 -Core,4 GB,35508604,AACi,Li,Android,Android 12,,IPSi,20:9,,,5.0,8.90 mm,Grau,,Grau,190 g,3.5mm Klinkenbuchse,,TCL,4894461921297,165.20 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Schnellstartübersicht,8.90 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2 GHz,269 ppi,,Nano-SIMi,,Galileoi,,Annäherungssensor,,64 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30 SE 64GB Grau,,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35509523,5010 mAh,,4 GB,35509523,AACi,,Android,Android 12,,,20:9,60 Hz,,5.0,7.74 mm,Blau,,Blue,184 g,3.5mm Klinkenbuchse,,TCL,4894461923383,164.54 mm,Single Kamerai,,HDRi,Smartphonei,USB,,Y,7.74 mm,1920 x 1080 Pixels,Full HDi,ARM Cortex-A53,,,,2.30 GHz,395 ppi,,Nano-SIMi,Dual SIMi,Galileoi,,Annäherungssensor,,128 GB,"microSDi
, microSDHCi
, microSDXCi",USB-C,TCL 30+ 128GB Blauw,1002 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni"
35516786,3550 mAh,8 -Core,3 GB,35516786,,,Android,Android 12,,,,,,5.0,17.98 cm,Schwarz,,Schwarz,790 g,3.5mm Klinkenbuchse,,Emporia,S5_001_64,5.69 cm,Single Kamerai,,,Smartphonei,USB,,USB C Kabel,21.60 cm,720 x 1440 Pixels,,,,,,1.80 GHz,,,Nano-SIMi,,,IP54i,,,64 GB,microSDi,USB-C,Emporia SMART.5 64 GB - Schwarz,491 von 3430,"Wi-Fi 1 / 802.11bi
, Wi-Fi 2 / 802.11ai
, Wi-Fi 3 / 802.11gi
, Wi-Fi 4 / 802.11ni
, Wi-Fi 5 / 802.11aci"
