listing_no,postcode,price_chf,description,canton,long_title,seller,price_with_utilities,object,category,rooms,space_sqm,characteristics,availability,last_change,listing_number,available_as_of
3183,3011,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"3 1/2 Zimmerwohnung, 1. Stock rechts",NA,1500,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-25,47070970,NA
3184,3510,1480,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"2-Zimmerwohnung, 4. Stock links",NA,1480,Wohnung,Wohnung,2,42,NA,NA,2023-02-25,47070969,NA
3185,3007,2080,Frühlingserwachen in einer soeben renovierter Wohnung,Bern,"Frühlingserwachen in einer soeben renovierten 4,5 Zi-Wohnung",NA,2080,Wohnung,Wohnung,4.5,115,NA,NA,2023-02-25,47070948,NA
3186,3425,1590,Per sofort oder nach Absprache vermieten wir eine schöne 3.5-Zimmer-Erdgeschosswohnung. Die Liegenschaft befindet sich in einer ruhigen und gepflegten Wohnsiedlung. Ihre neue Wohnung bietet folgende Vorzüge:,Bern,charmante Erdgeschosswohnung mit Sitzplatz zu vermieten!,NA,1590,Wohnung,Wohnung,3.5,79,NA,NA,2023-04-21,47070504,NA
3187,3312,1690,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Les Amis - Wohnen mit Mehrwert,NA,1690,Wohnung,Wohnung,3.5,87,NA,NA,2023-04-01,47070474,NA
3188,2504,2050,"Suchen Sie eine schöne, moderne 4.5-Zimmerwohnung auf dem Land? Dann sind Sie hier genau richtig!  Die Wohnung bietet folgende Vorzüge:",Bern,"Schöne, moderne 4.5 Zimmerwohnung",NA,2050,Wohnung,Wohnung,4.5,114,NA,NA,2023-02-25,47070462,NA
3189,3314,1150,à louer appartement 3 1/2 plain pied rénové cuisine agencée parquets neufs 900fr + 250 fr. charges,Bern,apparemment 3 1/2 pces plain pied,Isabelle Martoccia,1150,Wohnung,Wohnung,3.5,NA,Garage / Parkplatz,Ab sofort,2023-04-22,47067963,NA
3190,2606,1290,"Das Mehrfamilienhaus befindet sich an zentraler, sonniger Lage - Einkaufsmöglichkeiten, Schulen in unmittelbarer Nähe. Der Ausbau des Mietobjektes ist wie folgt:",Bern,Attraktive Grosszügige 3.5-Zimmerwohnung in Nidau,NA,1290,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-24,47058339,NA
3191,2560,595,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Gemütliches Wohnen in Dotzigen,NA,595,Wohnung,Wohnung,1,NA,NA,NA,2023-02-24,47058294,NA
3192,3293,1330,Wir vermieten ab 01.05.2023 oder nach Vereinbarung an der Tscharnerstrasse 39a in Bern ein Atelier.,Bern,Atelier zum vermieten (geeignet für stilles Gewerbe oder als,NA,1330,Wohnung,Wohnung,1.5,49,NA,NA,2023-04-28,47058262,NA
3193,3007,1495,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Tolle 3.5-Zimmerwohnung mit Aussicht,NA,1495,Wohnung,Wohnung,3.5,77,NA,NA,2023-05-02,47058178,NA
3194,3550,1030,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 4 pièces avec balcon,NA,1030,Wohnung,Wohnung,4.5,98,NA,NA,2023-02-24,47058163,NA
3195,2738,780,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 2 pièces,NA,780,Wohnung,Wohnung,2,50,NA,NA,2023-02-24,47058161,NA
3196,2720,690,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 2 pièces,NA,690,Wohnung,Wohnung,2,64,NA,NA,2023-02-24,47058159,NA
3197,2610,1050,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 3.5 pièces avec une pièce supplémentaire idéa,NA,1050,Wohnung,Wohnung,3.5,72,NA,NA,2023-02-24,47058158,NA
3198,2610,920,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 2 pièces avec un grand balcon et un ascenseur,NA,920,Wohnung,Wohnung,2,42,NA,NA,2023-02-24,47058155,NA
3199,2610,1300,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 4.5 pièces avec balcons et ascenseur,NA,1300,Wohnung,Wohnung,4.5,80,NA,NA,2023-03-25,47058152,NA
3200,2720,920,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Super appartement de 3 pièces avec balcon,NA,920,Wohnung,Wohnung,3,65,NA,NA,2023-02-24,47058150,NA
3201,2720,1080,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Appartement de 3 pièces avec balcon et ascenseur,NA,1080,Wohnung,Wohnung,3,62,NA,NA,2023-02-24,47058148,NA
3202,2610,1992,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,MÖBLIERT: 3½ ZI-WOHNUNG IN BERN - KIRCHENFELD,NA,1992,Wohnung,Wohnung,3.5,NA,NA,NA,2023-03-16,47057847,NA
3203,3005,1430,"Grosszügige, helle Dachwohnung mit Charm. Mit benutzung von Garten und Hausplatz. Kinder und Haustiere sind willkommen. Ideal für Famile , nähe Schule und Kindergarten. Familien freudliches Quartier.",Bern,"Schöne, helle Dachwohnung in 3 Familienhaus",NA,1430,Wohnung,Wohnung,4.5,NA,NA,NA,2023-02-24,47057622,NA
3204,3367,2370,"Wir vermieten per 1. Mai 2023 oder nach Vereinbarung diese grosszügige 2.5-Zimmer Duplex Wohnung im ""Breitsch"".",Bern,Mehr als ein Dach über dem Kopf,NA,2370,Wohnung,Maisonette / Duplex,2.5,NA,NA,NA,2023-02-24,47057591,NA
3205,3014,1190,Wohnen direkt in der Stadt Thun mit Aussicht auf Aare und Alpen.,Bern,grosse 1-Zimmer-Wohnung in Thun,NA,1190,Wohnung,Wohnung,1,75,NA,NA,2023-02-24,47057412,NA
3206,3600,3370,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,7-Zimmer-Wohnung für Ihre Wohngemeinschaft,NA,3370,Wohnung,Wohnung,7.5,150,NA,NA,2023-02-24,47057355,NA
3207,2503,2280,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Familienfreundliche 4.5 Zimmer-Maisonette mit Parkmöglichkei,NA,2280,Wohnung,Maisonette / Duplex,4.5,180,NA,NA,2023-03-18,47057227,NA
3208,3054,2568,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Geräumige Duplex-Wohnung in renoviertem Haus, im Dorfzentrum",NA,2568,Wohnung,Wohnung,4.5,150,NA,NA,2023-02-24,47057226,NA
3209,3150,1275,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Grosszügige 4.5-Zimmer-Wohnung mit Kinderspielplatz in Auswi,NA,1275,Wohnung,Wohnung,4.5,109,NA,NA,2023-03-21,47057222,NA
3210,4944,1800,Wir vermieten per sofort oder nach Vereinbarung eine 3-Zimmerdachwohnung in einem 6 Parteien-Haus an der Bürglenstrasse 67 in 3006 Bern.,Bern,3-Zimmerdachwohnung im Schosshaldequartier,NA,1800,Wohnung,Wohnung,3,NA,NA,NA,2023-02-24,47057124,NA
3211,3006,1130,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Erstvermietung Roggwil - Ihre neue Wohnoase!,NA,1130,Wohnung,Wohnung,2,47,NA,NA,2023-02-24,47057000,NA
3212,4914,1200,"Diese wunderschöne, helle und grosszügige 3.5 Zimmer-Wohnung in ländlicher Umgebung ist ab sofort zu vermieten. Sie befindet sich im 1. Obergeschoss eines 3-Familienhauses mit separatem Hauseingang.",Bern,Grosse und heimelige 3.5 Zimmer-Wohnung in ländl. Umgebung,Frau Bernhard,1200,Wohnung,Wohnung,3.5,105,Garage / Parkplatz,Ab sofort,2023-04-13,47055835,NA
3213,3432,1480,Die Liegenschaft Muristrasse 64 wird derzeit totalsaniert und ist ab 1. Juli 2023 bezugsbereit!,Bern,ERSTVERMIETUNG einer unglaublichen Dachwohnung!,NA,1480,Wohnung,Wohnung,1.5,42,NA,NA,2023-02-23,47045042,NA
3214,3006,1195,"Ab dem 1. Mai 2023 oder nach Vereinbarung vermieten wir an der Brachmattstrasse 19 in Brügg, direkt an der Landwirtschaftszone gelegen, diese helle 2.5-Zimmerwohnung im Hochparterre (ohne Lift).",Bern,Schöne 2.5-Zimmerwohnung im Hochparterre in Brügg an ruhiger,NA,1195,Wohnung,Wohnung,2.5,50,NA,NA,2023-04-22,47045040,NA
3215,2555,1495,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Hübsche 3.5-Zimmerwohnung in Heimberg,NA,1495,Wohnung,Wohnung,3.5,70,NA,NA,2023-02-23,47044995,NA
3216,3627,1950,"Darf ich mich kurz vorstellen. Ich bin eine herzige Maisonettewohnung, das in einem Mehrfamilienhaus vor ca. 20 Jahre erbaut wurde. Ich bin aus Massivbauwerk und Holzkonstruktion gebaut worden. Mit viel Liebe zum Detail bietet die Wohnung Licht und Gemütlichkeit her. Wenn Sie die Wohnung betreten, spüren und sehen Sie sofort, wie sich Alt und Jung in diesem Zuhause wohl fühlen und zur Immobilie Sorge getragen wurde.",Bern,Maisonette-Wohnung,NA,1950,Wohnung,Wohnung,5.5,141,NA,NA,2023-03-26,47044855,NA
3217,3555,1490,"Diese grosszügige 2,5 Zimmer-Wohnung in Top Zustand hat Charm, Eleganz und Ambiente. Sie ist ab 1. Juni 2023 oder nach Vereinbarung zu vermieten und bietet",Bern,"2,5 Zimmer-Wohnung",NA,1490,Wohnung,Wohnung,2.5,58,NA,NA,2023-03-11,47044808,NA
3218,3027,1890,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Aussicht auf's ""Berner Münster""",NA,1890,Wohnung,Wohnung,1.5,53,NA,NA,2023-05-02,47044792,NA
3219,3011,2620,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2620,Wohnung,Wohnung,4.5,134,NA,NA,2023-02-23,47044787,NA
3220,3661,2750,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2750,Wohnung,Wohnung,4.5,131,NA,NA,2023-02-23,47044786,NA
3221,3661,2750,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2750,Wohnung,Wohnung,4.5,131,NA,NA,2023-02-23,47044786,NA
3222,3661,2480,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2480,Wohnung,Wohnung,4.5,131,NA,NA,2023-02-23,47044785,NA
3223,3661,2640,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2640,Wohnung,Wohnung,4.5,134,NA,NA,2023-02-23,47044783,NA
3224,3661,2760,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2760,Wohnung,Wohnung,4.5,137,NA,NA,2023-02-23,47044781,NA
3225,3661,2600,"Träumen Sie von einer Mietwohnung an ruhiger und doch zentralster Lage? Dann erfüllt sich mit dem Projekt Schafweidli in Uetendorf Ihren langersehnten Wohntraum. Mit zwei würfelförmigen Mehrfamilienhäusern mit dazwischenliegenden grossen, begrünten Freiflächen mit Siedlungshof. Die Aussenräume sollen einen oekologischen Mehrwert schaffen. Durch die sorgfältig abgestimmte Farbgestaltung der Fassaden und den extensiv begrünten Flachdächern integrieren sich die drei viergeschossigen in der höhe gesplitteten Gebäude perfekt in das bestehende Ortsbild.",Bern,Erstvermietung - Schafweidli Uetendorf,NA,2600,Wohnung,Wohnung,4.5,131,NA,NA,2023-02-23,47044780,NA
3226,3360,1500,Auf der Suche nach einer Wohnung mit dem gewissen etwas? Genau dieses Objekt können Sie bei uns per 1. April 2023 oder nach Vereinbarung mieten. Freuen Sie sich auf folgende Einrichtung:,Bern,Charmante Dachwohnung sucht neuen Mieter,NA,1500,Wohnung,Wohnung,3.5,72,NA,NA,2023-03-17,47044703,NA
3227,2610,670,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"St-Imier, joli studio au 1er étage",NA,670,Wohnung,Wohnung,1,NA,NA,NA,2023-02-23,47044628,NA
3228,3110,1790,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schöne 4.5-Zimmer Dachwohnung an zentraler Lage,NA,1790,Wohnung,Wohnung,4.5,NA,NA,NA,2023-02-23,47044157,NA
3229,4900,1390,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,An top Lage mit Blick ins Grüne! - Ihre neue Wohnung mit Bal,NA,1390,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-23,47044143,NA
3230,4900,1390,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Sind Sie auf der Suche nach der perfekten Wohnung? - Dann ha,NA,1390,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-23,47044142,NA
3231,4900,1320,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Willkommen zu Hause! - grosszügige Wohnräume, Balkon, sanier",NA,1320,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-23,47044141,NA
3232,4900,1390,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Grosszügig, mit Balkon, grüner Aussicht und vielem mehr - Kl",NA,1390,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-23,47044140,NA
3233,4900,1830,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Grossartige Familienwohnung - Lift, Kinderspielplatz, geräum",NA,1830,Wohnung,Wohnung,5.5,NA,NA,NA,2023-02-23,47044139,NA
3234,4900,1510,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Schöne Wohnungen & mehr: neue Küche und Bad, grosszügige Woh",NA,1510,Wohnung,Wohnung,4.5,NA,NA,NA,2023-02-23,47044138,NA
3235,4704,1530,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Willkommen im Wohnpark Buchli in Niederbipp,NA,1530,Wohnung,Wohnung,3.5,75,NA,NA,2023-04-26,47044103,NA
3236,4900,2310,Beschreibung,Bern,Grosszügige Luxus-Stadtwohnung mit Dachterrasse und Klimaanl,NA,2310,Wohnung,Wohnung,3.5,129,NA,NA,2023-02-23,47044102,NA
3237,4704,1710,Parterrewohnung mit ged. Sitzplatz und viel Umschwung zur Alleinbenutzung- und Unterhaltung.,Bern,Sonnige Terrassenwohnung mit Sitzplatz und grosser Rasenfläc,NA,1710,Wohnung,Terrassenwohnung,4.5,125,NA,NA,2023-02-23,47044029,NA
3238,3150,1200,Wir vermieten eine schöne 3-Zimmer-Wohnung. Die Wohnung ist im ersten Stock (kein Lift) und hat einen kleinen Balkon. In der Wohnung hat es diverse geräumige Einbauschränke. Im Innenhof befindet sich ein Tisch mit Grillstelle sowie ein Partyraum zur gemeinsamer Nutzung. Einstellhallenplätze können für CHF 80.00 p.M. dazu gemietet werden.,Bern,Tapetenwechsel?,NA,1200,Wohnung,Wohnung,3,NA,NA,NA,2023-02-23,47044013,NA
3239,2610,850,"Bel appartement de 3 pièces situé aux Jonchères 22 à 2610 St-Imier. Cet appartement très lumineux est composé d'un grand salon, une chambre à coucher, une chambre et une cuisine ouverte avec vitrocéramique. L'apartement a été partiellement rénové.",Bern,Appartement 3 pièces à louer (St-Imier),Glauser,850,Wohnung,Wohnung,3,60,Haustiere erlaubt,Ab Datum,2023-04-07,45822120,01.02.2023
3240,2562,1850,"zu vermieten an ruhiges Paar helle 4 1/2 Wohnung mit Cheminée, einmalige Aussicht,ausserhalb Verkehr,Busverbindung, Einkaufsmöglichkeit in der  Nähe, Nähe Aare,oberste Etage mit Lift , Küche mit Granit Abdeckung, Bad mit Dusche und WC und Lichtkuppel,  Bad mit Wanne und WC und Lichtkuppel, 3 Zimmer, Balkon, Wohnzimmer mit Kamin und Essecke ,ueberall Bodenplatten ,gepflegte Liegenschaft  Miete Fr. 1850.-- plus NK. Moeglichkeit ein Autoeinstellplatz zu mieten",Bern,4 1/2  Zimmerwohnung zu vermieten,Denyse Wuillemin,1850,Wohnung,Wohnung,4.5,NA,Balkon / Terrasse / Sitzplatz Lift,Ab Datum,2023-04-05,46829937,01.04.2023
3241,3400,1910,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Sanierte 3.5 Zimmer-Wohnung im Hochparterre,NA,1910,Wohnung,Wohnung,3.5,70,NA,NA,2023-02-22,47031065,NA
3242,3007,1530,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ländliche Idylle auf 90 m2,NA,1530,Wohnung,Wohnung,4.5,NA,NA,NA,2023-02-22,47031041,NA
3244,3818,2250,"Wir vermieten nach Vereinbarung eine moderne 5.5 Zimmer WHG im Eigentumsstandart. Die Wohnung ist hell und grosszügig ausgelegt und verfügt über ein grosses Wohn- und Esszimmer, sowie 4 separat abschliessbare Zimmer. Ein Badezimmer ist mit einer Dusche und einem hochwertigen Wäscheturm ausgestattet. Das zweite Bad ist mit einer Badewanne bestückt. Zur Wohnung gehört eine Terrasse und ein Gartenbereich. Des Weiteren ist ein sehr grosser Kellerraum inklusive. Ein Einstellhallenplatz kann dazu gemietet werden.",Bern,hochwertige 5.5 Zimmer-Wohnung,NA,2250,Wohnung,Wohnung,5.5,NA,NA,NA,2023-02-22,47030731,NA
3245,4950,1366,"Zu vermieten an Nichtraucher, grosse helle  3-Zimmer-Wohnung.  1. Stock mit Balkon  an sonniger Lage  schöne Aussicht  Küche mit Glaskeramikkochfeld +Geschirrspühler  Bodenbeläge Laminat/Naturholz/ Platten  Glasfaser Anschluss  Bad mit Doppellavabo /WC  Kellerabteil  Einstellraum  Garten",Bern,schöne 3-Zimmer-Wohnung,NA,1366,Wohnung,Wohnung,3,82,NA,NA,2023-02-22,47030656,NA
3246,3116,1250,"Zu vermieten 2.5 Zimmerwohnung in Bauernhaus. Ruhige Lage am Waldrand. Mit Balkon, eigener Waschmaschine und Tumbler. Nebenkosten inkl. 1 Aussenparkplatz, Wasser, Strom und Heizkosten. ÖV ca 2 km entfernt. Keine Hunde und Katzen erlaubt.",Bern,Zu vermieten 2.5 Zimmerwohnung in Bauernhaus,NA,1250,Wohnung,Wohnung,2.5,55,NA,NA,2023-04-22,47030492,NA
3247,3038,1515,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ruhige Wohnlage im Grünen,NA,1515,Wohnung,Wohnung,4,83,NA,NA,2023-02-22,47030480,NA
3248,3075,1460,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Altstadt Style! 1 Monat Rent-Free,NA,1460,Wohnung,Wohnung,3,73,NA,NA,2023-04-06,47030458,NA
3249,2502,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Neu renoviert an zentraler Lage,NA,1500,Wohnung,Wohnung,3.5,65,NA,NA,2023-02-22,47030453,NA
3250,3510,1250,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Komfortable 1.5 Zimmer WG-Zimmer,NA,1250,Wohnung,Wohnung,1.5,27,NA,NA,2023-03-06,47030442,NA
3251,3236,1225,Per sofort oder nach Vereinbarung vermieten wir diese Studio-Alterswohnung im Hohmadpark in Thun.,Bern,Alterswohnung im Hohmadpark,NA,1225,Wohnung,Wohnung,1.5,30,NA,NA,2023-03-18,47030434,NA
3252,3600,1950,"Zu vermieten per sofort: neu renovierte, grosse 2,5-Zimmerwohnung im 3. Stock (ohne Lift). Durchgehend Nord-Süd. Wohnküche mit Fensterlaube, Waschturm. Bad-WC. Wandschränke. Parkett und Laminat. Täfer. Kachelofen. Miete inkl. Nebenkosten und exkl. obligatorische Kehrrichtgebühr.",Bern,Neu renovierte Wohnung in der Berner Altstadt,NA,1950,Wohnung,Wohnung,2.5,92,NA,NA,2023-02-22,47030401,NA
3253,3011,3406,"Am Juraweg 5 in Lyss vermieten wir ab 01. März oder nach Vereinbarung eine grosszügige 4.5-Zimmer-Attikawohnung an zentraler, ruhiger und kinderfreundlicher Lage.",Bern,4.5-Zimmer-Attikawohnung - Grosszügige Terrassen mit Weitsic,NA,3406,Wohnung,Attikawohnung,4.5,NA,NA,NA,2023-02-22,47029895,NA
3254,3250,1650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wohnen mit Sicht auf die Alpen - moderne 3-Zimmer-Wohnung mi,NA,1650,Wohnung,Wohnung,3,70,NA,NA,2023-02-22,47029734,NA
3255,3065,1590,"Die grosszügige 3-Zimmer-Wohnung befindet sich in einem ruhigen, zentralem und gepflegten Wohnquartier.",Bern,Sonnige 3 - Zimmerwohnung in Köniz,NA,1590,Wohnung,Wohnung,3,70,NA,NA,2023-03-10,47029595,NA
3256,3098,1590,"Wir vermieten per 1. Mai 2023 oder nach Vereinbarung eine neuwertige 2.5-Zimmer-Maisonettewohnung im 2. Stockwerk an der Bernstrasse 1 in Grosshöchstetten. Diese verfügt über:  - Parkett in den Wohnräumen  - Platten im Badezimmer sowie Küche  - Bad mit Badewanne  - seperates WC  - eigener Waschturm  - grosse, sonnige Terrasse  - Kellerabteil  Ein Einstellplatz kann für monatlich CHF 100.00 dazu gemietet werden.   Diverse Einkaufsmöglichkeiten sowie Öffentliche Verkehrsmittel erreichen Sie in Gehdistanz.   Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme!  Bitte bewerben Sie sich nach der Wohnungsbesichtigung über unsere Homepage: http://immobilien.vfischer.ch/online-service/wohnungsbewerbung/",Bern,2.5 Zimmer-Maisonettewohnung in Grosshöchstetten,NA,1590,Wohnung,Maisonette / Duplex,2.5,66,NA,NA,2023-02-22,47029239,NA
3257,3506,1650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schöne 4.5 Familienwohnung an top Lage mit grossem Balkon,NA,1650,Wohnung,Wohnung,4.5,88,NA,NA,2023-03-31,47029182,NA
3258,3322,1390,Hurra ich bin neu gestrichen und geputzt und bezugsbereit!,Bern,"ruhige 2,5-Zimmerwohnung zentrumsnah",NA,1390,Wohnung,Wohnung,2.5,69,NA,NA,2023-04-26,47028878,NA
3259,3063,1400,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Meine neue Wohnung! 1. Monat GESCHENKT!,NA,1400,Wohnung,Wohnung,4,75,NA,NA,2023-02-22,47028872,NA
3260,2557,1305,Wir vermieten ab 16. Mai 2023 oder nach Vereinbarung diese gemütliche 2-Zimmerwohnung im schönen Strättliche-Quartier.,Bern,Gemütliche Wohnung im schönen Strättligen-Quartier,NA,1305,Wohnung,Wohnung,2,NA,NA,NA,2023-02-22,47028626,NA
3261,3604,2790,"Grosse, helle und moderne 3.5-Zimmer-Dachwohnung im ruhigen Elfenauquartier.",Bern,Hier könnte Ihr Wohntraum in Erfüllung gehen,NA,2790,Wohnung,Wohnung,3.5,110,NA,NA,2023-02-24,47028598,NA
3262,3006,2030,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,3.5 Zimmerwohnung / Appartement de 3.5 pièces,NA,2030,Wohnung,Wohnung,3.5,NA,NA,NA,2023-02-22,47028529,NA
3263,2503,895,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Kleines aber feines Studio,NA,895,Wohnung,Wohnung,1,43,NA,NA,2023-04-13,47028474,NA
3264,3550,1150,In einer gepflegten Liegenschaft vermieten wir eine 3- Zimmerwohnung.,Bern,Wunderschöne 3-Zimmer Wohnung !,NA,1150,Wohnung,Wohnung,3,NA,NA,NA,2023-02-22,47028452,NA
3265,2504,2125,Per sofort oder nach Vereinbarung vermieten wir diese grosszügige 4 ½-Zimmer Maisonettwohnung in Hünibach.,Bern,4 ½-Zimmer Maisonettwohnung,NA,2125,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-22,47028450,NA
3266,3626,1320,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Erstvermietung Roggwil - Ihre neue Wohnoase!,NA,1320,Wohnung,Wohnung,3,65,NA,NA,2023-02-22,47028382,NA
