listing_no,price_chf,condition,displacement,year,brand,model,mileage_km,transmission,fuel,colour,last_edited,id,mfk,drive
88,2400,Geringe Gebrauchsspuren ,125,2015,Mash,Seventy-Five,8000,Schaltgetriebe,Benzin,Türkis,2022-09-05,44766377,yes,Kette
89,3590,Neuwertig ,125,2019,HONDA,NA,3250,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44815039,yes,NA
91,6900,Geringe Gebrauchsspuren ,1300,1993,HARLEY-DAVIDSON,ELECTRA GLIDE CLASSIC,80000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44814844,yes,NA
92,5999,Neuwertig ,600,2020,KAWASAKI,z650,14200,Schaltgetriebe,Benzin,NA,2022-09-05,44814982,yes,NA
93,2800,Geringe Gebrauchsspuren ,600,2001,HONDA,CBR,41000,Schaltgetriebe,Benzin,NA,2022-09-05,44692640,yes,Kette
94,4700,Neuwertig ,125,2022,HONDA,NA,2600,NA,NA,Schwarz,2022-09-05,44814902,no,NA
95,6000,Neuwertig ,750,2016,HONDA,CBF 650,4900,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44814842,yes,Kette
96,6300,Neuwertig ,1200,2012,YAMAHA,XT1200 Super Tenere,36100,Schaltgetriebe,Benzin,Blau,2022-09-05,44739102,yes,NA
97,7250,Neuwertig ,500,2017,YAMAHA,WR 450,5680,NA,Benzin,NA,2022-09-05,44653446,no,NA
98,12480,Neu ,1200,2022,SUZUKI,DL 1050,0,NA,NA,Weiss,2022-09-05,44814757,no,NA
99,5900,Geringe Gebrauchsspuren ,750,2021,YAMAHA,MT07,18000,NA,NA,NA,2022-09-05,44734823,no,NA
100,5000,Geringe Gebrauchsspuren ,500,2016,SHERCO,Sef-R,1450,Schaltgetriebe,Benzin,NA,2022-09-05,44814747,yes,NA
101,7800,Neuwertig ,600,2021,TRIUMPH,Trident 660,9800,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44814653,yes,Kette
102,12900,Geringe Gebrauchsspuren ,1200,2017,TRIUMPH,Bonneville Bobber 1200 ABS,6100,NA,NA,Rot,2022-09-05,44814581,no,NA
103,7700,Geringe Gebrauchsspuren ,1000,2012,KTM,SMR 990,49000,Schaltgetriebe,Benzin,Weiss,2022-09-05,44814523,no,Kette
104,6990,Neuwertig ,1000,2009,HONDA,CBR 1000 RR,16900,Schaltgetriebe,Benzin,Weiss,2022-09-05,44814450,yes,NA
105,5000,Geringe Gebrauchsspuren ,600,2016,HONDA,CB650 F,22000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44205602,yes,Kette
106,22450,Neuwertig ,1100,2020,DUCATI,Streetfighter V4 S,4800,Schaltgetriebe,Benzin,Rot,2022-09-05,44814446,yes,Kette
107,3300,Geringe Gebrauchsspuren ,500,1994,YAMAHA,Virago XV 535,25400,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44676213,yes,NA
108,6900,Geringe Gebrauchsspuren ,750,2016,SUZUKI,SV 650 A,5400,NA,NA,Blau,2022-09-05,44814438,no,NA
109,9600,Neuwertig ,1000,2021,SUZUKI,DL 1000 V-Strom,4800,NA,NA,Weiss,2022-09-05,43881743,yes,NA
110,5900,Geringe Gebrauchsspuren ,750,2016,YAMAHA,MT 07,16000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44636219,no,Kette
111,14000,Neuwertig ,1500,2009,HARLEY-DAVIDSON,FLHRC,25000,NA,NA,Türkis,2022-09-05,42547253,yes,NA
112,6500,Geringe Gebrauchsspuren ,800,2016,DUCATI,Scrambler,10700,Schaltgetriebe,Benzin,Gelb,2022-09-05,43913619,yes,NA
113,5600,Neuwertig ,600,2013,TRIUMPH,Street Triple R ABS,13000,Schaltgetriebe,Benzin,Grau,2022-09-05,44342203,yes,Kette
114,5450,Geringe Gebrauchsspuren ,750,2005,KAWASAKI,Z750,57700,NA,NA,Schwarz,2022-09-05,44814245,no,NA
115,500,Defekt ,125,1994,YAMAHA,tdr 125,42000,Schaltgetriebe,2-Takt-Gemisch,NA,2022-09-05,44814199,yes,NA
116,790,Geringe Gebrauchsspuren ,125,2015,KINROAD,Urban,4000,Automatik,Benzin,NA,2022-09-05,44814145,no,NA
117,4800,Geringe Gebrauchsspuren ,750,2015,SUZUKI,GSR 750,19800,Schaltgetriebe,NA,Schwarz,2022-09-05,44803695,yes,Kette
118,35500,Neu ,1000,2021,BMW,M 1000rr,5000,NA,NA,NA,2022-09-05,44814025,no,NA
119,4499,Neuwertig ,600,2018,HONDA,NA,15000,NA,NA,NA,2022-09-05,44308099,no,NA
120,7000,Neuwertig ,750,2017,SUZUKI,NA,19800,NA,NA,NA,2022-09-05,44628709,no,NA
121,15500,Geringe Gebrauchsspuren ,1000,2017,BMW,S 1000 XR,14500,NA,NA,NA,2022-09-05,44813899,no,NA
122,12000,Neu ,800,2020,BMW,BMW F 850 GS Adventure (35kW ou 75kW),450,Schaltgetriebe,Benzin,Gold,2022-09-05,44813810,no,NA
123,6500,Neuwertig ,800,NA,KAWASAKI,Z 8000 ABS limited Edition,38000,NA,NA,Weiss,2022-09-05,44808798,no,NA
124,6700,Neuwertig ,750,2019,YAMAHA,MT 07 ABS 2019,1800,NA,NA,Grau,2022-09-05,44813825,yes,NA
125,3700,Geringe Gebrauchsspuren ,600,2015,HONDA,CB650FA,30660,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44720881,yes,NA
126,3500,Neu ,50,2015,Valenti,Sm 50 naked,16279,Schaltgetriebe,Benzin,NA,2022-09-05,44792667,yes,Kette
127,5500,Neuwertig ,1200,1993,YAMAHA,V-Max,31000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44796462,yes,Hinterradantrieb
128,3200,Neuwertig ,1000,2003,YAMAHA,FZS,33800,Schaltgetriebe,Benzin,Silber,2022-09-05,44614736,yes,Kette
129,3500,Geringe Gebrauchsspuren ,750,2014,HONDA,NC750SD,16000,Automatik,Benzin,Schwarz,2022-09-05,44813709,no,NA
130,4750,Geringe Gebrauchsspuren ,900,2002,HONDA,CBR 929,28550,NA,NA,NA,2022-09-05,44691246,no,NA
131,6300,Geringe Gebrauchsspuren ,750,2008,KTM,690 Duke,32700,NA,NA,Weiss,2022-09-05,44813658,no,NA
132,7500,Neuwertig ,600,2010,HONDA,CBR 600 rr ABS,18100,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-05,44813556,no,Kette
133,6100,Geringe Gebrauchsspuren ,1000,2009,HONDA,CBR,34000,NA,NA,Mehrfarbig,2022-09-05,44739062,yes,NA
134,19900,Neuwertig ,1500,2009,HARLEY-DAVIDSON,Rocker,26000,Schaltgetriebe,NA,Bordeaux,2022-09-05,44721390,yes,NA
135,4500,Geringe Gebrauchsspuren ,750,2003,SUZUKI,GSX-R 750,49000,NA,NA,NA,2022-09-05,44813456,no,NA
137,16850,Neuwertig ,1200,2020,BMW,R1250RS,22000,Schaltgetriebe,Benzin,Gold,2022-09-05,44812644,yes,Antriebswelle / Kardanwelle
138,6990,Geringe Gebrauchsspuren ,1300,2015,YAMAHA,XJR,12753,Schaltgetriebe,Benzin,Blau,2022-09-05,44355417,no,Kette
139,9900,Geringe Gebrauchsspuren ,1500,1997,HARLEY-DAVIDSON,FLSTC,36000,NA,NA,Schwarz,2022-09-05,44813317,no,NA
140,28500,Neuwertig ,1300,2021,CAN-AM,SPYDER F3 LIMITED EDITION 2021,7900,Automatik,Benzin,Blau,2022-09-05,44813301,no,NA
142,1150,Geringe Gebrauchsspuren ,1000,1992,BMW,NA,130000,NA,NA,NA,2022-09-05,44813230,no,NA
143,3500,Geringe Gebrauchsspuren ,800,1998,HONDA,VFR 800 Fi,58000,Schaltgetriebe,Benzin,Gelb,2022-09-05,44812932,yes,Kette
144,5500,Geringe Gebrauchsspuren ,600,2017,YAMAHA,MT07,26999,Schaltgetriebe,Benzin,Weiss,2022-09-05,44739206,yes,Hinterradantrieb
145,5100,Geringe Gebrauchsspuren ,125,2021,YAMAHA,mt125,9200,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44797506,yes,NA
146,11900,Geringe Gebrauchsspuren ,1500,2016,KTM,1290 Super Duke,26100,NA,NA,Orange,2022-09-05,44813160,no,NA
147,6800,Neuwertig ,1000,2012,KAWASAKI,Z 1000,8000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44813103,yes,NA
148,4499,Geringe Gebrauchsspuren ,750,2010,HONDA,vt750 shadow black,18939,NA,NA,NA,2022-09-05,44813018,no,NA
149,6300,Geringe Gebrauchsspuren ,600,2009,HONDA,CB 600 FA Hornet,36100,NA,NA,Schwarz,2022-09-05,44813042,no,NA
150,11500,Geringe Gebrauchsspuren ,900,2019,DUCATI,SuperSport,7700,NA,NA,NA,2022-09-05,44813008,no,NA
151,6600,Neuwertig ,500,2022,HONDA,CB 500 f,7800,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44605164,yes,Kette
152,6000,Neuwertig ,1000,2014,YAMAHA,XVS950A,13000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44551333,yes,NA
153,12000,Geringe Gebrauchsspuren ,1500,2002,HARLEY-DAVIDSON,Softail,13000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44812876,no,NA
154,3800,Geringe Gebrauchsspuren ,1300,2000,YAMAHA,XJR1300 SP,74085,Schaltgetriebe,Benzin,Rot,2022-09-05,44802104,yes,NA
155,8490,Geringe Gebrauchsspuren ,1200,2015,KTM,superadventure,28000,NA,NA,NA,2022-09-05,44810075,yes,NA
156,11500,Neuwertig ,750,2021,YAMAHA,Tenere Rally Edition,8000,NA,NA,NA,2022-09-05,44812898,no,NA
157,1000,Geringe Gebrauchsspuren ,125,NA,HONDA,NA,13786,NA,Benzin,NA,2022-09-05,44330585,no,NA
158,5900,Geringe Gebrauchsspuren ,900,1997,TRIUMPH,Thunderbird,17300,NA,NA,NA,2022-09-05,44812777,no,NA
159,4500,Geringe Gebrauchsspuren ,125,2019,KTM,Duke White,13000,Schaltgetriebe,Benzin,Weiss,2022-09-05,44812604,no,NA
160,3100,Neuwertig ,1100,1996,HONDA,ST 1100 Pan European,39000,Schaltgetriebe,Benzin,Bordeaux,2022-09-05,44765227,no,Antriebswelle / Kardanwelle
161,4000,Geringe Gebrauchsspuren ,1000,2010,KAWASAKI,Z1000,48000,Schaltgetriebe,Benzin,NA,2022-09-05,44812761,no,Kette
162,2700,Geringe Gebrauchsspuren ,600,2007,KTM,Duke II,24000,NA,NA,NA,2022-09-05,44640998,no,NA
163,5250,Neuwertig ,1500,1992,HONDA,GL1500SE,107500,NA,Benzin,Schwarz,2022-09-05,44812650,yes,Antriebswelle / Kardanwelle
164,16800,Neuwertig ,1200,2017,BMW,R 1200 GS Exklusiv,5900,Schaltgetriebe,Benzin,NA,2022-09-05,44491148,no,Antriebswelle / Kardanwelle
165,4800,Geringe Gebrauchsspuren ,1300,2001,YAMAHA,FJR 1300,57600,NA,NA,Blau,2022-09-05,44812636,no,NA
166,14000,Neuwertig ,1000,2019,KAWASAKI,Versys 1000 SE,11500,Schaltgetriebe,Benzin,Grün,2022-09-05,44812476,yes,Kette
167,13900,Neuwertig ,800,1985,BMW,R 80,12370,Schaltgetriebe,Benzin,Gelb,2022-09-05,34969368,yes,Hinterradantrieb
168,8900,Geringe Gebrauchsspuren ,750,2018,HONDA,CBR 650 FA,10000,NA,NA,Weiss,2022-09-05,44812510,no,NA
169,7500,Geringe Gebrauchsspuren ,1200,2012,HARLEY-DAVIDSON,1200 Forty eight,16900,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44333635,no,Riemen / Zahnriemen
170,24900,Neu ,1800,2017,HARLEY-DAVIDSON,ELECTRA GLIDE Ultra Limited 107 ABS,11500,Schaltgetriebe,Benzin,Anthrazit,2022-09-05,44563204,yes,Hinterradantrieb
171,5999,Neuwertig ,1300,1989,YAMAHA,XVZ,23738,Schaltgetriebe,Benzin,Blau,2022-09-05,42532565,no,Antriebswelle / Kardanwelle
172,7900,Geringe Gebrauchsspuren ,750,2015,KTM,690 Duke ABS,21800,NA,NA,Schwarz,2022-09-05,44812440,no,NA
174,13900,Geringe Gebrauchsspuren ,1500,2006,HARLEY-DAVIDSON,FLHRCI,23300,NA,NA,Schwarz,2022-09-05,44812359,no,NA
175,1600,Neuwertig ,600,2005,HONDA,CB600F Hornet,53000,Schaltgetriebe,Benzin,Orange,2022-09-05,44812301,yes,Kette
177,15900,Neuwertig ,1200,2019,BMW,R1250 GS,35230,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-05,44797010,no,Antriebswelle / Kardanwelle
178,9000,Neuwertig ,1800,2009,TRIUMPH,rocket 3 touring,30000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44769213,no,Hinterradantrieb
179,8900,Neu ,600,2021,HONDA,CBR,2000,Schaltgetriebe,Benzin,Rot,2022-09-05,44679154,no,Kette
181,4000,Neu ,500,2015,YAMAHA,SR400,5000,Schaltgetriebe,Benzin,Grau,2022-09-05,44050432,yes,NA
182,6900,Geringe Gebrauchsspuren ,750,2009,TRIUMPH,Street Triple,28900,NA,NA,Schwarz,2022-09-05,44812191,no,NA
183,4390,Geringe Gebrauchsspuren ,125,2021,KAWASAKI,Ninja,13900,Schaltgetriebe,Benzin,Grün,2022-09-05,44812164,no,Kette
184,5000,Neuwertig ,1000,2008,TRIUMPH,speed triple,26800,Schaltgetriebe,NA,NA,2022-09-05,44514386,no,NA
185,5700,Geringe Gebrauchsspuren ,600,2016,YAMAHA,MT07,11000,Schaltgetriebe,Benzin,Grau,2022-09-05,44812102,yes,NA
186,3000,Geringe Gebrauchsspuren ,1000,2002,YAMAHA,YZF - R1,63000,Schaltgetriebe,Benzin,Beige,2022-09-05,44808707,yes,NA
187,9900,Geringe Gebrauchsspuren ,750,2012,MV AGUSTA,F3 675,23900,NA,NA,NA,2022-09-05,44812063,no,NA
189,3990,Geringe Gebrauchsspuren ,500,2009,KAWASAKI,KFX-R 450,13900,Schaltgetriebe,Benzin,Weiss,2022-09-05,44812036,no,Kette
190,8900,Neu ,800,2015,TRIUMPH,Tiger XCA,29000,NA,NA,Grün,2022-09-05,43950574,yes,NA
191,6300,Geringe Gebrauchsspuren ,750,2007,KAWASAKI,Z750,36900,NA,NA,Grau,2022-09-05,44811952,no,NA
192,6900,Geringe Gebrauchsspuren ,750,2016,SUZUKI,GSF 650 A,25600,NA,NA,Grau,2022-09-05,44811871,no,NA
193,7000,Geringe Gebrauchsspuren ,1000,2017,SUZUKI,NA,22500,Schaltgetriebe,NA,Schwarz,2022-09-05,44166622,no,NA
194,10900,Geringe Gebrauchsspuren ,1300,2016,YAMAHA,FJR 1300 AE,27100,NA,NA,Grau,2022-09-05,44811839,no,NA
195,6900,Neu ,1200,NA,NA,NA,28000,NA,NA,NA,2022-09-05,43908350,yes,NA
196,3900,Geringe Gebrauchsspuren ,750,1991,YAMAHA,XV 750,28700,NA,NA,Blau,2022-09-05,44811771,no,NA
197,9950,Neu ,750,2022,HONDA,NC 750 XA ABS,0,NA,NA,Schwarz,2022-09-05,44811715,no,NA
198,8300,Geringe Gebrauchsspuren ,750,2019,YAMAHA,MT-07 ABS,8200,NA,NA,Grau,2022-09-05,44811676,no,NA
199,3000,Geringe Gebrauchsspuren ,900,2002,HONDA,Hornet,55551,Schaltgetriebe,Benzin,Grau,2022-09-05,44376543,yes,NA
200,4900,Neuwertig ,250,2021,BMW,G 310 R,1500,NA,Benzin,Schwarz,2022-09-05,44619895,no,NA
201,3000,NA,NA,2018,MONDIAL,HPS 125,9000,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811498,yes,Hinterradantrieb
202,19900,NA,NA,2015,HARLEY-DAVIDSON,FLSS Softail Slim S110 ABS,19000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811496,no,Hinterradantrieb
203,5700,NA,NA,2021,KTM,125 Duke,13600,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811495,yes,Hinterradantrieb
204,2000,NA,NA,1999,SUZUKI,XF 650 V-W Freewind,25700,Schaltgetriebe,Benzin,Bordeaux,2022-09-05,44811494,no,Hinterradantrieb
205,6900,NA,NA,2014,ARCTIC CAT,700i TRV XT,15500,NA,Benzin,Grün,2022-09-05,44811493,yes,NA
206,5200,NA,NA,2021,KAWASAKI,Ninja 125 ABS,2330,Schaltgetriebe,Benzin,Grün,2022-09-05,44811492,yes,Hinterradantrieb
207,5800,NA,NA,2016,KAWASAKI,Z 800 ABS,32000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811491,no,Hinterradantrieb
208,12000,NA,NA,2008,MV AGUSTA,F4 1078 RR 312,32000,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-05,44811490,no,Hinterradantrieb
209,19500,NA,NA,2015,HARLEY-DAVIDSON,FLHX Street Glide Special ABS,32000,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-05,44811489,yes,Hinterradantrieb
210,3000,NA,NA,2022,NA,Bluroc 125,1400,Schaltgetriebe,Benzin,Grau,2022-09-05,44811488,yes,Hinterradantrieb
211,9300,NA,NA,2017,HONDA,CRF 1000A  Africa Twin,14800,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811487,no,Hinterradantrieb
212,26000,NA,NA,2013,HARLEY-DAVIDSON,FXSB Breakout 103 ABS,37000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811486,no,Hinterradantrieb
213,4850,NA,NA,2007,KAWASAKI,Z 1000,28560,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811485,no,Hinterradantrieb
214,6000,NA,NA,2004,HARLEY-DAVIDSON,XL 1200 C Sportster Custom,49000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811484,yes,Hinterradantrieb
215,10800,NA,NA,2019,HARLEY-DAVIDSON,XL 1200 CX Sportster Roadster ABS,10000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811483,no,Hinterradantrieb
216,9999,NA,NA,2022,YAMAHA,MT-07 Hyper Naked Bike,3100,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811482,yes,Hinterradantrieb
217,3200,NA,NA,2011,TRIUMPH,Tiger 800 ABS,45500,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811481,no,Hinterradantrieb
218,8199,NA,NA,2022,HONDA,CMX500 SE Rebel S Edition,4622,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811480,yes,Hinterradantrieb
219,5000,NA,NA,2019,KAWASAKI,Ninja 400 Performance ABS,21000,Schaltgetriebe,Benzin,Grau,2022-09-05,44811479,yes,Hinterradantrieb
220,15000,NA,NA,2013,HARLEY-DAVIDSON,VRSCDX Night Rod Special ABS,25000,Schaltgetriebe,Benzin,Grau,2022-09-05,44811478,no,Hinterradantrieb
221,14900,NA,NA,2020,TRIUMPH,Bonneville 1200 Bobber Black  ABS,6797,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811477,yes,Hinterradantrieb
222,12500,NA,NA,2017,TRIUMPH,Bonneville 1200  Bobber ABS,17000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811476,yes,Hinterradantrieb
223,15200,NA,NA,2016,BMW,R 1200 GS ABS,3645,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811475,yes,Hinterradantrieb
224,8999,NA,NA,2016,YAMAHA,MT-09 ABS Tracer,11750,Schaltgetriebe,Benzin,Rot,2022-09-05,44811474,no,Hinterradantrieb
225,9500,NA,NA,2010,HONDA,CBR 600 RR Limited Edition (25kW),17500,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-05,44811473,yes,Hinterradantrieb
226,7500,NA,NA,1986,SUZUKI,GSX-R 1100 G/H,82100,Schaltgetriebe,Benzin,Rot,2022-09-05,44811472,yes,Hinterradantrieb
227,17800,NA,NA,2004,HARLEY-DAVIDSON,Touring,53000,NA,NA,Beige,2022-09-05,44811470,no,NA
228,18200,NA,NA,2021,BMW,S 1000 R,5500,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811469,yes,Hinterradantrieb
229,2900,NA,NA,2009,YAMAHA,XJ 6 N,43800,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811468,yes,Hinterradantrieb
230,5700,NA,NA,2020,YAMAHA,YZF-R3 ABS,5384,Schaltgetriebe,Benzin,Blau,2022-09-05,44811467,yes,Hinterradantrieb
231,22900,NA,NA,2020,DUCATI,Streetfighter V4 S,5800,Schaltgetriebe,Benzin,Rot,2022-09-05,44811466,yes,Hinterradantrieb
232,6700,NA,NA,2019,YAMAHA,MT-07 ABS,1800,Schaltgetriebe,Benzin,Grau,2022-09-05,44811465,yes,Hinterradantrieb
233,14900,NA,NA,2022,BMW,F 850 GS Adventure (35kW),5000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811464,yes,Hinterradantrieb
234,3200,NA,NA,2020,Brixton,Brixton BX125X Scrambler,1000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811463,yes,Hinterradantrieb
235,4000,NA,NA,2009,APRILIA,Mana 850,19700,Automatik,Benzin,Weiss,2022-09-05,44811462,no,Hinterradantrieb
236,8200,NA,NA,2016,TRIUMPH,Tiger 800 XRx ABS,18400,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811461,no,Hinterradantrieb
237,11500,NA,NA,2016,Indian,Scout Sixty ABS,17045,Schaltgetriebe,Benzin,Rot,2022-09-05,44811460,no,Hinterradantrieb
238,7900,NA,NA,2020,YAMAHA,Tracer 700 ABS,12500,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811459,yes,Hinterradantrieb
239,7200,NA,NA,2011,KTM,990 Adventure R,46200,Schaltgetriebe,Benzin,Blau,2022-09-05,44811458,yes,Hinterradantrieb
240,4500,NA,NA,2019,YAMAHA,MT-125 ABS,10000,Schaltgetriebe,Benzin,Grau,2022-09-05,44811457,no,Hinterradantrieb
241,11500,NA,NA,2017,HARLEY-DAVIDSON,XL 1200 CX Sportster Roadster ABS,15500,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811456,no,Hinterradantrieb
242,21500,NA,NA,2017,HARLEY-DAVIDSON,FLSTFBS Fat Boy S Special ABS,28500,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811455,no,Hinterradantrieb
243,8900,NA,NA,2016,KAWASAKI,Ninja ZX-6R (636) KRT Edition,9800,Schaltgetriebe,Benzin,Grün,2022-09-05,44811454,yes,Hinterradantrieb
244,3000,NA,NA,1991,DNEPR,MT 16,999999,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811453,no,NA
245,4700,NA,NA,2003,HONDA,VTR 1000 F Y Fire Storm,22000,Schaltgetriebe,Benzin,Blau,2022-09-05,44811452,yes,Hinterradantrieb
246,29800,NA,NA,2015,HARLEY-DAVIDSON,FXSB Breakout 103 ABS,9000,Schaltgetriebe,Benzin,Silber,2022-09-05,44811451,yes,Hinterradantrieb
247,11500,NA,NA,1977,HONDA,CB 500 550 F,5000,NA,NA,Schwarz,2022-09-05,44811449,no,NA
248,10500,NA,NA,2019,YAMAHA,Tenere 700 ABS,10375,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811448,yes,Hinterradantrieb
249,5700,NA,NA,2021,YAMAHA,MT-03 ABS,6000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811447,yes,Hinterradantrieb
250,7900,NA,NA,2019,YAMAHA,MT-09 ABS,10500,Schaltgetriebe,Benzin,Grau,2022-09-05,44811446,yes,Hinterradantrieb
251,13600,NA,NA,2021,MV AGUSTA,B3 Brutale 800 RR ABS,2979,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811445,yes,Hinterradantrieb
252,18900,NA,NA,2022,BMW,S 1000 R viel Zubehör / Schmiederäder / 1. Hand,2990,Schaltgetriebe,Benzin,Silber,2022-09-05,44811443,yes,Hinterradantrieb
253,10300,NA,NA,2012,BMW,S 1000 RR ABS Lightning McQueen,23349,Schaltgetriebe,Benzin,Rot,2022-09-05,44811442,no,Hinterradantrieb
254,24710,NA,NA,2022,BMW,R 1250 GS,15000,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44811441,yes,Hinterradantrieb
255,9900,NA,NA,2014,KTM,500 EXC,3600,Schaltgetriebe,Benzin,Weiss,2022-09-05,44811438,no,Hinterradantrieb
256,4900,Geringe Gebrauchsspuren ,1500,1998,SUZUKI,NA,43000,Schaltgetriebe,NA,NA,2022-09-05,44572480,no,Antriebswelle / Kardanwelle
257,13.5,Neuwertig ,750,NA,NA,NA,13800,NA,NA,NA,2022-09-05,44810241,no,NA
258,3500,Neuwertig ,125,NA,NA,zontes 125 G1,9500,Schaltgetriebe,Benzin,Schwarz,2022-09-05,44700643,yes,Kette
259,5500,Neuwertig ,750,2017,YAMAHA,mt07,17500,NA,NA,NA,2022-09-04,44810269,yes,NA
260,5000,Neuwertig ,350,2012,NA,300 exc,6500,NA,NA,NA,2022-09-04,44810230,yes,NA
262,2200,Geringe Gebrauchsspuren ,750,2003,SUZUKI,GSX Inazuma,57000,Schaltgetriebe,Benzin,Schwarz,2022-09-04,44810065,no,Kette
263,4900,Neuwertig ,600,2014,HONDA,CB650F,27000,Schaltgetriebe,Benzin,Schwarz,2022-09-04,42922308,yes,Hinterradantrieb
265,4400,Geringe Gebrauchsspuren ,750,2004,KTM,640 Duke II,22800,NA,NA,Schwarz,2022-09-04,44809907,no,NA
266,5900,Geringe Gebrauchsspuren ,600,2009,TRIUMPH,Street Triple R 675 Arrow,18630,Schaltgetriebe,Benzin,Orange,2022-09-04,44809716,no,Kette
268,6480,Geringe Gebrauchsspuren ,1500,2005,YAMAHA,MT 01,37000,NA,NA,NA,2022-09-04,39063159,yes,NA
269,7750,Geringe Gebrauchsspuren ,1200,2011,HARLEY-DAVIDSON,Forty Eight 1200,18000,NA,Benzin,NA,2022-09-04,44726368,no,NA
271,3900,Geringe Gebrauchsspuren ,750,2004,KTM,640 Duke II,22800,NA,NA,Schwarz,2022-09-04,44809578,no,NA
272,3200,Geringe Gebrauchsspuren ,600,NA,KAWASAKI,ER6N ABS,40000,Schaltgetriebe,Benzin,Orange,2022-09-04,44809568,yes,NA
273,6200,Geringe Gebrauchsspuren ,900,2016,YAMAHA,Mt09 Tracer,51000,Schaltgetriebe,Benzin,Rot,2022-09-04,44809382,no,Kette
274,5600,Geringe Gebrauchsspuren ,800,2012,YAMAHA,FZ8N,32500,NA,NA,NA,2022-09-05,44808588,yes,NA
275,2900,Geringe Gebrauchsspuren ,125,1983,HONDA,CM 125 C,40700,NA,NA,Schwarz,2022-09-04,44809384,no,NA
276,3000,Neu ,250,2012,HONDA,CBR,11508,Schaltgetriebe,Benzin,Mehrfarbig,2022-09-04,44630935,no,NA
279,5900,Geringe Gebrauchsspuren ,1000,2002,DUCATI,Hyper Monster,47500,NA,NA,Rot,2022-09-04,44809239,no,NA
280,14999,Neuwertig ,800,2020,BMW,R80 RT,1500,Schaltgetriebe,NA,NA,2022-09-05,43718431,no,NA
281,11800,Geringe Gebrauchsspuren ,1200,2006,HARLEY-DAVIDSON,"Porsche-V-ROD, frisch ab MFK 08/22",9000,NA,NA,Silber,2022-09-04,44809119,yes,NA
282,6900,Geringe Gebrauchsspuren ,1500,2007,YAMAHA,XVS 1300,46100,NA,NA,Schwarz,2022-09-04,44808969,no,NA
284,9790,Neu ,750,2022,KAWASAKI,Versys 650 ABS,0,NA,NA,Grau,2022-09-04,44808775,no,NA
285,10980,Neu ,800,2022,KTM,790 Duke ABS,0,NA,NA,Orange,2022-09-04,44808605,no,NA
286,3900,Geringe Gebrauchsspuren ,600,2005,YAMAHA,XT660X,16850,Schaltgetriebe,Benzin,Grau,2022-09-04,44808525,no,Kette
287,3900,Geringe Gebrauchsspuren ,500,1990,KAWASAKI,EN 500,3800,NA,NA,Rot,2022-09-04,44808545,no,NA
